"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","outcome_type","k","n_rows","meta_status","meta_error","pooled_effect","pooled_se","ci_lb","ci_ub","i2","tau2","q_stat","q_p","fe_re_diff","egger_p","max_cooks","max_dfbeta","max_weight_share","cc_applied","double_zero","all_events","sparse_events"
"CD000143_pub2_data","1::overall","1","overall","Extubation failure","binary",47,47,"ok","",-0.719672149271737,0.141959663039817,-0.997907976087219,-0.441436322456254,65.5685332820348,0.499276400318923,102.23629112619,2.3554056539847e-07,0.0177884810897784,0.946094607109034,NA,NA,-Inf,FALSE,0,0,3
"CD000143_pub2_data","2::overall","2","overall","Endotracheal reintubation","binary",23,23,"ok","",-0.196806316250129,0.161261793125989,-0.512873622859416,0.119260990359157,53.4787569354644,0.269761072079858,41.199168676128,0.00227026787917008,0.0414189773166153,0.19474876578535,NA,NA,-Inf,FALSE,0,0,3
"CD000143_pub2_data","3::overall","3","overall","Bronchopulmonary dysplasia ","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0
"CD000143_pub2_data","4::overall","4","overall","Oxygen dependency at 28 days","binary",5,5,"ok","",-0.17791741421883,0.407152582918647,-0.975921812951837,0.620086984514177,71.6441313861111,0.57040155684473,13.5060291710616,0.00905052203942128,0.199391788529098,NA,NA,NA,0.240519513185129,FALSE,0,0,0
"CD000143_pub2_data","5::overall","5","overall","Combined outcome of bronchopulmonary dysplasia and mortality","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0
"CD000143_pub2_data","6::overall","6","overall","Mortality at any time up to 28 days or discharge from hospital","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,1
"CD000143_pub2_data","7::overall","7","overall","Intraventricular haemorrhage","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0
"CD000143_pub2_data","8::overall","8","overall","Retinopathy of prematurity","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0
"CD000219_pub5_data","1::overall","1","overall","Pain","binary",27,27,"ok","",-0.385135131760161,0.0749400106558978,-0.532014853646769,-0.238255409873554,22.875405326833,0.0312885774233248,35.4403565555474,0.0805310606045977,0.000824551184172906,0.467048506906545,NA,NA,-Inf,FALSE,0,0,0
"CD000219_pub5_data","2::overall","2","overall","Vomiting, diarrhoea or rash","binary",11,11,"ok","",0.61468961745144,0.132047053570321,0.355882148188981,0.8734970867139,35.4970525897517,0.0615645008991261,14.3129122147756,0.159191181854195,0.0364944081739634,0.27867045710839,NA,NA,0.152404587649035,FALSE,0,0,2
"CD000219_pub5_data","3::overall","3","overall","Abnormal tympanometry","binary",14,14,"ok","",-0.24432973093191,0.094956452222339,-0.430440957387393,-0.0582185044764273,42.4921116248766,0.047857387275028,26.1931251026212,0.016013678268563,0.0203348760490097,0.782209296976122,NA,NA,0.131960698497865,FALSE,0,0,0
"CD000219_pub5_data","4::overall","4","overall","Tympanic membrane perforation","binary",7,7,"ok","",-0.741655129157561,0.373924639961494,-1.4745339564142,-0.00877630190092582,0,0,4.27055450293569,0.640114798217578,0,NA,NA,NA,0.54413058772774,TRUE,2,0,4
"CD000219_pub5_data","5::overall","5","overall","Contralateral otitis (in unilateral cases)","binary",6,6,"ok","",-0.435430088842618,0.284767826623076,-0.993564772979594,0.122704595294358,69.936543906136,0.309201525917672,14.0888645789515,0.015054681742627,0.165681915170967,NA,NA,NA,0.227595640039989,FALSE,0,0,0
"CD000219_pub5_data","6::overall","6","overall","Late AOM recurrences","binary",6,6,"ok","",-0.107287777800948,0.118794327323842,-0.340120380923341,0.125544825321445,4.69009933276955,0.0047988304060429,3.43680203037036,0.632971113479305,0.00822812693763916,NA,NA,NA,0.520340840022513,FALSE,0,0,0
"CD000478_pub5_data","1::overall","1","overall","Failure to maintain remission","binary",32,32,"ok","",-0.851654814332434,0.13569744787161,-1.11761692495479,-0.585692703710077,0.000513682819801124,3.10127064718006e-06,31.2333020615867,0.454501184831283,4.3015074291386e-07,0.88831601170513,NA,NA,0.0867610655774049,TRUE,1,0,8
"CD000478_pub5_data","2::overall","2","overall","Withdrawal due to adverse event","binary",6,6,"ok","",0.469376506878793,0.388274377513827,-0.291627289168017,1.2303803029256,0,0,1.45480172776244,0.918226006272846,0,NA,NA,NA,0.74376958238497,TRUE,2,0,5
"CD000478_pub5_data","3::overall","3","overall","Pancreatitis","binary",2,2,"error","Processing terminated since k = 0.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,2
"CD000478_pub5_data","4::overall","4","overall","Bone marrow suppression","binary",2,2,"ok","",0.115069329784787,1.43042978658067,-2.68852153432664,2.91866019389622,0,0,0,1,0,NA,NA,NA,-Inf,FALSE,0,0,2
"CD000547_pub3_data","1::overall","1","overall","Uterine volume (mL) (preoperative)","binary",28,28,"ok","",0.0655894329313119,0.382041719290831,-0.683198577470479,0.814377443333103,0,0,0.358963114441547,1,0,0.0378315237440735,NA,NA,0.036342424403109,TRUE,28,0,28
"CD000547_pub3_data","3::overall","3","overall","Fibroid volume (mL) (preoperative)","binary",24,24,"ok","",-0.00720866156329724,0.41360625297699,-0.817862021178761,0.803444698052166,0,0,0.451196984700982,1,0,0.393098110923157,NA,NA,0.0425957731828228,TRUE,24,0,24
"CD000547_pub3_data","5::overall","5","overall","Haemoglobin (preoperative)","binary",25,25,"ok","",-0.430563744150343,0.192996057975165,-0.808829066939871,-0.0522984213608142,0,0,6.15931650736506,0.999909030100325,0,0.144022143902145,NA,NA,0.191714225820552,TRUE,14,0,18
"CD000547_pub3_data","7::overall","7","overall","Total frequency of adverse events","binary",63,63,"ok","",0.381512123627162,0.152926902622521,0.0817809022197572,0.681243345034567,25.6545204724533,0.312523287361476,72.4108403299269,0.171996281841581,0.112048187849032,0.211027309032915,NA,NA,0.0558103440711982,TRUE,5,0,35
"CD000547_pub3_data","8::overall","8","overall","Individual adverse events","binary",57,57,"ok","",0.878604590001893,0.162154779727774,0.56078706181443,1.19642211818936,74.0327465458707,0.877285037696394,200.421825930995,3.98941858651156e-18,0.339670096850882,0.00136301918749436,NA,NA,0.0280591909751846,TRUE,1,0,12
"CD000547_pub3_data","6::overall","6","overall","Postoperative morbidity (complications)","binary",17,17,"ok","",-0.574247593369214,0.225461649040288,-1.01614430538319,-0.13235088135524,8.587070155708,0.0359693595067431,9.42409915747856,0.223623851909941,0.0103359003180529,0.624977085174419,NA,NA,-Inf,FALSE,0,0,9
"CD000547_pub3_data","9::overall","9","overall","Proportion undergoing vaginal rather than abdominal procedure","binary",4,4,"ok","",1.5064425538246,0.799503010536009,-0.0605545523573214,3.07343966000653,85.1873975297758,1.91071390882548,19.9175305914404,0.000176554936439409,0.0326911489032566,NA,NA,NA,0.304884809374131,TRUE,1,0,1
"CD000547_pub3_data","10::overall","10","overall","Proportion with vertical incision","binary",43,43,"ok","",0.213769450883709,0.213737698555729,-0.205148740423998,0.632687642191416,73.7657817593781,0.892480562310539,114.713920493509,3.81336272799024e-12,0.0697325957942102,0.588297425010568,NA,NA,-Inf,FALSE,0,0,10
"CD000547_pub3_data","11::overall","11","overall","Duration of hospital stay (days)","binary",4,4,"ok","",0.00502055638585296,1.00612921319296,-1.96695646526597,1.97699757803768,0,0,0.000757203345851833,0.999994459627811,0,NA,NA,NA,0.251048230170265,TRUE,4,0,4
"CD000547_pub3_data","13::overall","13","overall","Postoperative haemoglobin","binary",4,4,"ok","",0.0200018946120046,1.00776876636348,-1.95518859220477,1.99519238142878,0,0,0.00564518997493809,0.999887383697188,0,NA,NA,NA,0.251867095752316,TRUE,4,0,4
"CD000547_pub3_data","4::overall","4","overall","Frequency of blood transfusions","binary",9,9,"ok","",1.17189002005687,0.788376644103824,-0.373299808639181,2.71707984875291,77.9264806815082,3.71734721540546,40.6167314085466,2.45831339111513e-06,1.3893704483888,NA,NA,NA,0.156289412619514,TRUE,3,0,6
"CD000547_pub3_data","2::overall","2","overall","Postoperative morbidity (complications)","binary",4,4,"ok","",0.0299441052219701,1.00843875463851,-1.94655953448393,2.00644774492787,0,0,0.00265594952825524,0.999963625040337,0,NA,NA,NA,0.25128093417975,TRUE,4,0,4
"CD001072_pub2_data","1::overall","1","overall","Failure of treatment","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0
"CD001072_pub2_data","2::overall","2","overall","Death in the first year","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0
"CD001072_pub2_data","3::overall","3","overall","Tachycardia","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0
"CD001155_pub3_data","1::overall","1","overall","Clinical vertebral fractures","binary",182,182,"ok","",-0.316167229164469,0.0677867021407784,-0.449026723991138,-0.183307734337799,25.9577814423594,0.118685331740648,150.679182244082,0.951230858592299,0.0101771011877562,0.221275817813798,NA,NA,0.0361956743036497,TRUE,89,0,128
"CD001155_pub3_data","2::overall","2","overall","Non-vertebral fractures","binary",494,494,"ok","",-0.0906954561924885,0.0275111322520804,-0.144616284580484,-0.0367746278044926,17.9147476305551,0.0372074862934071,386.135638700046,0.999875955184565,0.0103052209753015,0.0299891929394728,NA,NA,0.0166445637530867,TRUE,195,0,284
"CD001155_pub3_data","3::overall","3","overall","Hip fractures","binary",83,83,"error","Fisher scoring algorithm did not converge. See 'help(rma)' for possible remedies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,43,0,50
"CD001155_pub3_data","4::overall","4","overall","Wrist fractures","binary",78,78,"ok","",-0.258903149160523,0.0762630098473674,-0.408375901813986,-0.109430396507059,34.4008325505228,0.0911137354113809,89.2031943843015,0.161375023425947,0.0879299193159228,0.675009829270077,NA,NA,0.0491292959534286,TRUE,29,0,49
"CD001155_pub3_data","5::overall","5","overall","Radiographic vertebral fractures","binary",47,47,"ok","",-0.631573641776405,0.040721070358971,-0.71138547309191,-0.551761810460901,0,0,42.5309382185984,0.618356629816474,0,0.121223673307228,NA,NA,0.0755819395733379,TRUE,7,0,14
"CD001155_pub3_data","6::overall","6","overall","Withdrawals due to adverse events","binary",40,40,"ok","",-0.0175221304564189,0.0563990847361898,-0.128062305300374,0.0930180443875357,0,0,24.7056201764309,0.963705469603168,0,0.298749008046534,NA,NA,0.320192880021216,TRUE,4,0,15
"CD001155_pub3_data","7::overall","7","overall","Serious adverse events","binary",21,21,"ok","",-0.0438222166077177,0.0676872488030827,-0.176486786474362,0.0888423532589264,0,0,15.3258297056807,0.757469860180698,0,0.737946242550534,NA,NA,0.238678859100509,TRUE,1,0,2
"CD001155_pub3_data","8::overall","8","overall","Gastrointestinal adverse events","binary",21,21,"ok","",0.0204779795322341,0.0422136777776907,-0.0622593085670185,0.103215267631487,0,0,9.98787554420495,0.968391260153603,0,0.721832714704856,NA,NA,0.492231562473324,TRUE,2,0,3
"CD001155_pub3_data","9::overall","9","overall","Atypical femoral fracture","binary",10,10,"ok","",-0.00941616274101494,0.634251874383527,-1.25252699365975,1.23369466817772,0,0,0.34814461708257,0.999993650705425,0,0.777089460649417,NA,NA,0.100519290831328,TRUE,10,0,10
"CD001155_pub3_data","10::overall","10","overall","Osteonecrosis of the Jaw","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1
"CD001321_pub7_data","1::overall","1","overall","Symptomatic UTI: culture-verified UTI","binary",103,103,"ok","",-0.448045051901525,0.0609011866895934,-0.567409184428879,-0.328680919374172,55.7941426957091,0.169125802529617,234.237560669625,2.09617314698764e-12,0.104434534150552,0.000669694954046582,NA,NA,0.0182993888830443,TRUE,4,0,11
"CD001321_pub7_data","2::overall","2","overall","Clinical UTI: symptoms, no culture","binary",30,30,"ok","",-0.427314404102553,0.114013924101144,-0.650777589076879,-0.203851219128228,60.517428532158,0.174589204440971,68.2243907086495,5.28398574127192e-05,0.0631087165935114,0.249386590595295,NA,NA,0.0672264239808514,TRUE,1,0,4
"CD001321_pub7_data","3::overall","3","overall","Microbiological UTI: positive culture without known symptoms","binary",8,8,"ok","",-0.0536409903994621,0.161406302321112,-0.369991529826625,0.262709549027701,13.8315045991695,0.0253234005103585,5.42215275703335,0.49091508332732,0.00805677423963792,NA,NA,NA,-Inf,FALSE,0,0,1
"CD001321_pub7_data","4::overall","4","overall","Death","binary",4,4,"ok","",0.0940408879739941,0.130756134118162,-0.162236425655292,0.350318201603281,0,0,0.130786938294504,0.987902680544952,0,NA,NA,NA,0.859720275839608,TRUE,1,0,1
"CD001321_pub7_data","5::overall","5","overall","Gastrointestinal adverse events","binary",10,10,"ok","",0.163608167011953,0.282871434659899,-0.390809657176624,0.718025991200531,0,0,4.77284383332395,0.573260240382296,0,0.427318610183178,NA,NA,-Inf,FALSE,0,0,5
"CD001396_pub4_data","1::overall","1","overall","Self-rated overall premenstrual symptoms","binary",49,49,"ok","",-0.331325519568692,0.196976934285109,-0.717393216552619,0.0547421774152342,0,0,5.16921857318555,0.999999999999999,0,0.351930303833399,NA,NA,0.26652655111559,TRUE,46,0,46
"CD001396_pub4_data","2::overall","2","overall","Nausea","binary",56,56,"ok","",0.981014995736268,0.0725420324139956,0.838835224839499,1.12319476663304,12.0208892982085,0.0314355889769246,64.02962298908,0.122315194869775,0.0312572392317225,3.06480488430052e-06,NA,NA,-Inf,FALSE,0,0,4
"CD001396_pub4_data","3::overall","3","overall","Insomnia or sleep disturbance","binary",29,29,"ok","",0.652261242507066,0.145106167418585,0.367858380431999,0.936664104582133,0,0,20.2831427971696,0.680565743760025,0,0.580947659847007,NA,NA,-Inf,FALSE,0,0,6
"CD001396_pub4_data","4::overall","4","overall","Sexual dysfunction or decreased libido","binary",23,23,"ok","",0.662519081914322,0.217395728255258,0.23643128414116,1.08860687968748,0,0,5.16257726178353,0.952326996043722,0,0.165163500572985,NA,NA,-Inf,FALSE,0,0,6
"CD001396_pub4_data","5::overall","5","overall","Fatigue or sedation","binary",14,14,"ok","",0.393401332128056,0.197474804012829,0.00635782840880555,0.780444835847307,1.41697757600123,0.00509481902652145,7.45799354568053,0.488117788812911,0.00244432245879078,0.0595030785497535,NA,NA,-Inf,FALSE,0,0,4
"CD001396_pub4_data","6::overall","6","overall","Dizziness or vertigo","binary",21,21,"ok","",0.642515107422083,0.192900744283527,0.264436596035399,1.02059361880877,0,0,6.35256464945286,0.983820018252267,0,0.16567569335524,NA,NA,-Inf,FALSE,0,0,5
"CD001396_pub4_data","7::overall","7","overall","Tremor","binary",8,8,"ok","",1.69686158557167,0.619112138129832,0.483424092445615,2.91029907869773,0,0,1.14430920211142,0.564308268721017,0,NA,NA,NA,-Inf,FALSE,0,0,3
"CD001396_pub4_data","8::overall","8","overall","Somnolence/decreased concentration","binary",14,14,"error","Fisher scoring algorithm did not converge. See 'help(rma)' for possible remedies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,2
"CD001396_pub4_data","9::overall","9","overall","Sweating","binary",16,16,"error","Fisher scoring algorithm did not converge. See 'help(rma)' for possible remedies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,1
"CD001396_pub4_data","10::overall","10","overall","Dry mouth","binary",16,16,"ok","",0.992485387417341,0.228264577097181,0.545095037360599,1.43987573747408,0,0,3.58331686238489,0.98983747688748,0,0.392317704614467,NA,NA,-Inf,FALSE,0,0,3
"CD001396_pub4_data","11::overall","11","overall","Asthenia/decreased energy","binary",13,13,"ok","",1.23657416806961,0.218752063690732,0.807828001691963,1.66532033444726,0,0,4.62388926745504,0.865786009659851,0,0.0521997995667727,NA,NA,-Inf,FALSE,0,0,3
"CD001396_pub4_data","12::overall","12","overall","Diarrhoea","binary",19,19,"ok","",0.539919623726493,0.221067953347611,0.106634397029195,0.973204850423791,0,0,3.20139661099143,0.98778748844932,0,0.678573414172829,NA,NA,-Inf,FALSE,0,0,5
"CD001396_pub4_data","13::overall","13","overall","Constipation","binary",10,10,"ok","",0.725679149972105,0.488342439881322,-0.231454444317702,1.68281274426191,0,0,0.559916188420557,0.967412056665583,0,0.453296918268825,NA,NA,-Inf,FALSE,0,0,7
"CD001396_pub4_data","14::overall","14","overall","Withdrawal due to adverse effects","binary",26,26,"ok","",0.223542658042831,0.137929113924316,-0.0467934376683511,0.493878753754014,7.01535354578129,0.0329217912817521,24.3248304936658,0.443153509916339,0.0003275794752369,0.785811647084482,NA,NA,-Inf,FALSE,0,0,7
"CD001396_pub4_data","15::overall","15","overall","Psychological symptoms","binary",8,8,"ok","",-0.333554005017934,0.710027442867008,-1.72518222107234,1.05807421103647,0,0,0.145660569807733,0.999991530004568,0,NA,NA,NA,0.12550065836709,TRUE,8,0,8
"CD001396_pub4_data","16::overall","16","overall","Physical symptoms","binary",7,7,"ok","",-0.19972890160598,0.760514202809433,-1.69030934884366,1.2908515456317,0,0,0.153075489650973,0.999929434292638,0,NA,NA,NA,0.143982726335108,TRUE,7,0,7
"CD001396_pub4_data","17::overall","17","overall","Functional symptoms","binary",3,3,"ok","",-0.448234716936244,1.16116637587981,-2.72407899371958,1.82760955984709,0,0,0.0811115121669643,0.960255622926116,0,NA,NA,NA,0.335648443409906,TRUE,3,0,3
"CD001396_pub4_data","18::overall","18","overall","Irritability","binary",7,7,"ok","",-0.179512118301563,0.762459542276284,-1.67390536083197,1.31488112422885,0,0,0.113073351035192,0.99997112975381,0,NA,NA,NA,0.144720262887678,TRUE,7,0,7
"CD001396_pub4_data","19::overall","19","overall","Response rates","binary",30,30,"ok","",0.849725194880363,0.076291949126595,0.700195722281875,0.999254667478851,2.62281030583522,0.00459883206961076,40.479372880754,0.0763990240222157,0.00404568612056444,1.53913915542324e-05,NA,NA,0.0773801194367687,FALSE,0,0,0
"CD001396_pub4_data","20::overall","20","overall","Withdrawal for any reason","binary",18,18,"ok","",-0.0448480949907228,0.118315859206267,-0.276742917834918,0.187046727853472,0,0,7.63066081840506,0.973819810445229,0,0.233903981935347,NA,NA,0.185669900173746,TRUE,2,0,2
"CD001431_pub6_data","1::overall","1","overall","Informed values-choice congruence - all studies","binary",437,437,"ok","",0.0878065725772917,0.0579713011269531,-0.0258150897684627,0.201428234923046,70.1262018089139,0.562929254600842,1319.45987119588,1.32067680429435e-89,0.152477342902684,0.00306501683613501,NA,NA,0.00582755784771538,TRUE,249,0,256
"CD001431_pub6_data","2::overall","2","overall","Informed values-choice congruence - without studies of high risk of bias","binary",377,377,"ok","",0.201016606357917,0.0593553006432748,0.0846823548055515,0.317350857910283,83.2619278731533,0.545088485292552,1418.71190264763,1.04308150122851e-120,0.0615755808814937,0.164425143925588,NA,NA,0.00645092599423978,TRUE,200,0,207
"CD001431_pub6_data","3::overall","3","overall","Informed values-choice congruence - old vs new studies","binary",353,353,"ok","",0.194400662129147,0.0768480709749012,0.043781210736963,0.345020113521331,70.9379172041608,0.730806541283224,1215.38922344555,2.10226143957391e-95,0.304406390679808,7.62508876399851e-05,NA,NA,0.00793166292974373,TRUE,237,0,243
"CD001431_pub6_data","4::overall","4","overall","Informed values-chose congruence - using MMIC","binary",136,136,"ok","",0.309054893699669,0.092362513828805,0.128027693073629,0.49008209432571,76.6777719956402,0.535164145202666,493.786227032919,2.31656395624436e-42,0.0571095774605782,0.345319442146249,NA,NA,0.01546327296167,TRUE,61,0,61
"CD001431_pub6_data","5::overall","5","overall","Informed values-chose congruence - using non-MMIC measures","binary",116,116,"ok","",0.111183721662518,0.0661510895051837,-0.0184700313057273,0.240837474630764,74.300370760395,0.208821238574781,313.745789579534,2.41070851635696e-20,0.0727476803076799,0.256355168100777,NA,NA,0.0207709175596207,TRUE,49,0,50
"CD001431_pub6_data","6::overall","6","overall","Unclear values - old vs new studies","binary",60,60,"ok","",0.276397250757166,0.192817312531842,-0.101517737401048,0.65431223891538,0,0,4.80255717404882,1,0,8.93980791430991e-15,NA,NA,0.18799746787883,TRUE,56,0,56
"CD001533_pub7_data","1::overall","1","overall","Number with frequent relapses by 12 to 24 months","binary",43,43,"ok","",-0.498206048195156,0.134982243891319,-0.762766384774542,-0.23364571161577,57.0974304633461,0.359272423323503,90.8060093381957,1.89543954974056e-05,0.170897676650463,0.0150089772623851,NA,NA,0.0433802067994116,TRUE,5,0,6
"CD001533_pub7_data","2::overall","2","overall","Number relapsing by 12 to 24 months","binary",47,47,"ok","",-0.607553837007867,0.145776914110121,-0.893271338441094,-0.321836335574641,59.8462812696673,0.486047872077986,105.773213283462,1.31540343495023e-06,0.0641766610124392,0.423214230648423,NA,NA,0.0380183605358141,TRUE,6,0,11
"CD001533_pub7_data","3::overall","3","overall","Number with frequent relapses by 12 to 24 months: stratified by risk of selection bias","binary",30,30,"ok","",-0.292176775972899,0.145531941446566,-0.57741413980836,-0.00693941213743826,38.9292893771777,0.191379526913515,38.8924879944085,0.103740252073584,0.0535994463928823,0.648393365518674,NA,NA,0.0811015711566246,TRUE,7,0,12
"CD001533_pub7_data","4::overall","4","overall","Number relapsing by 12 to 24 months: stratified by risk of selection bias","binary",27,27,"ok","",-0.812618899218968,0.185669942623166,-1.17652529977199,-0.448712498665945,65.6258914088845,0.493132802951836,71.3762285754408,4.17398453255926e-06,0.129044004404108,0.392304540458473,NA,NA,0.0609016351641882,TRUE,7,0,7
"CD001533_pub7_data","5::overall","5","overall","Adverse events","binary",68,68,"ok","",-0.143703666942665,0.0960920203254117,-0.332040565982162,0.0446332320968329,24.0907874199139,0.128885451752417,83.7547934134623,0.0810134444197754,0.015435439558879,0.949576960573155,NA,NA,0.0423038633591269,TRUE,13,0,24
"CD001533_pub7_data","6::overall","6","overall","Cumulative steroid dose [mg/kg]","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1
"CD001533_pub7_data","7::overall","7","overall","Number with HPA suppression","binary",1,1,"insufficient_data","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0
"CD001552_pub3_data","1::overall","1","overall","Clinical improvement at short-term follow-up: 3 months or less","binary",10,10,"ok","",-0.147931462470402,0.501146267260136,-1.13016009728695,0.834297172346148,80.1664806147217,1.59068138037703,38.1372346257268,1.64703426933662e-05,0.421082536003123,0.287460064543511,NA,NA,0.146352173923536,TRUE,3,0,3
"CD001552_pub3_data","2::overall","2","overall","Clinical improvement at long-term follow-up: over 3 months","binary",13,13,"ok","",1.02928526887944,0.457247150527806,0.133097321811375,1.9254732159475,55.0304332968964,1.14647351594731,24.5677724598213,0.0170092205473191,0.258817553545262,0.48933846830772,NA,NA,0.150607533355548,TRUE,6,0,6
"CD001552_pub3_data","3::overall","3","overall","Symptoms at short-term follow-up: 3 months or less","binary",11,11,"ok","",-0.0106209002518973,0.595469384355143,-1.17771944748422,1.15647764698042,0,0,0.723926418622648,0.999961654179613,0,0.000305302950003644,NA,NA,0.12876797922297,TRUE,10,0,11
"CD001552_pub3_data","4::overall","4","overall","Symptoms at long-term follow-up: over 3 months","binary",8,8,"ok","",0.186982880685533,0.712928278868182,-1.21033086945623,1.5842966308273,0,0,0.182111769714085,0.999981751237834,0,NA,NA,NA,0.126285683248915,TRUE,8,0,8
