"cutoff","outcome_category","n_analyses","prop_delta_i2_gt0","prop_abs_delta_i2_le_5","prop_abs_delta_i2_le_10","median_delta_i2","mean_delta_i2","prop_sig_change","prop_sign_flip"
1960,"other",158,0.312101910828025,0.751592356687898,0.923566878980892,0,0.468416612944101,0.0636942675159236,0.089171974522293
1960,"pain",2,0,1,1,0,0,0,0
1960,"quality_of_life",2,0,1,1,0,0,0,0.5
1960,"relapse",1,0,1,1,0,0,0,0
1960,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1962,"adverse_events",15,0,0.333333333333333,0.333333333333333,-35.504023417386,-26.0152346521401,0.333333333333333,0.0666666666666667
1962,"biomarker",37,0.351351351351351,0.621621621621622,0.837837837837838,0,-1.10666049048756,0.0540540540540541,0.027027027027027
1962,"function_score",5,0,1,1,0,0,0,0
1962,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1962,"mortality",8,0.25,1,1,0,0.850521790312412,0,0.125
1962,"other",159,0.30379746835443,0.746835443037975,0.911392405063291,0,-0.16757740423905,0.0632911392405063,0.0886075949367089
1962,"pain",2,0,1,1,0,0,0,0
1962,"quality_of_life",2,0,1,1,0,0,0,0.5
1962,"relapse",1,0,1,1,0,0,0,0
1962,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1964,"adverse_events",15,0,0.333333333333333,0.333333333333333,-35.504023417386,-26.0152346521401,0.333333333333333,0.0666666666666667
1964,"biomarker",37,0.351351351351351,0.621621621621622,0.837837837837838,0,-1.10666049048756,0.0540540540540541,0.027027027027027
1964,"function_score",5,0,1,1,0,0,0,0
1964,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1964,"mortality",8,0.25,1,1,0,0.850521790312412,0,0.125
1964,"other",160,0.308176100628931,0.742138364779874,0.893081761006289,0,0.0647744754168639,0.0628930817610063,0.0880503144654088
1964,"pain",2,0,1,1,0,0,0,0
1964,"quality_of_life",2,0,1,1,0,0,0,0.5
1964,"relapse",1,0,1,1,0,0,0,0
1964,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1966,"adverse_events",15,0,0.333333333333333,0.333333333333333,-35.504023417386,-26.0152346521401,0.333333333333333,0.0666666666666667
1966,"biomarker",38,0.342105263157895,0.631578947368421,0.842105263157895,0,-1.07753784600104,0.0526315789473684,0.0263157894736842
1966,"function_score",5,0,1,1,0,0,0,0
1966,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1966,"mortality",8,0.25,1,1,0,0.850521790312412,0,0.125
1966,"other",166,0.315151515151515,0.733333333333333,0.878787878787879,0,0.611147464067443,0.0727272727272727,0.0909090909090909
1966,"pain",2,0,1,1,0,0,0,0
1966,"quality_of_life",2,0,1,1,0,0,0,0.5
1966,"relapse",1,0,1,1,0,0,0,0
1966,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1968,"adverse_events",16,0,0.375,0.4375,-28.0412721683115,-21.6996560283568,0.3125,0.0625
1968,"biomarker",55,0.327272727272727,0.618181818181818,0.636363636363636,0,-9.40386513818541,0.0363636363636364,0.0181818181818182
1968,"function_score",5,0,1,1,0,0,0,0
1968,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1968,"mortality",8,0.25,1,1,0,0.850521790312412,0,0.125
1968,"other",163,0.320987654320988,0.746913580246914,0.882716049382716,0,1.60348064879372,0.0679012345679012,0.0925925925925926
1968,"pain",2,0,1,1,0,0,0,0
1968,"quality_of_life",2,0,1,1,0,0,0,0.5
1968,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1970,"adverse_events",16,0,0.375,0.4375,-28.0412721683115,-21.6996560283568,0.3125,0.0625
1970,"biomarker",55,0.327272727272727,0.618181818181818,0.636363636363636,0,-9.40386513818541,0.0363636363636364,0.0181818181818182
1970,"function_score",5,0,1,1,0,0,0,0
1970,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1970,"mortality",8,0.25,1,1,0,0.850521790312412,0,0.125
1970,"other",163,0.320987654320988,0.746913580246914,0.882716049382716,0,1.60348064879372,0.0679012345679012,0.0925925925925926
1970,"pain",3,0.333333333333333,1,1,0,1.24593202370293,0,0
1970,"quality_of_life",2,0,1,1,0,0,0,0.5
1970,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1972,"adverse_events",18,0,0.444444444444444,0.5,-16.0967812158602,-19.2885831363172,0.277777777777778,0.0555555555555556
1972,"biomarker",55,0.327272727272727,0.618181818181818,0.636363636363636,0,-10.1195995504808,0.0363636363636364,0.0181818181818182
1972,"function_score",5,0,1,1,0,0,0,0
1972,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1972,"mortality",14,0.214285714285714,1,1,0,0.638102345843787,0,0.0714285714285714
1972,"other",163,0.320987654320988,0.746913580246914,0.882716049382716,0,1.60348064879372,0.0679012345679012,0.0925925925925926
1972,"pain",3,0.333333333333333,1,1,0,1.24593202370293,0,0
1972,"quality_of_life",2,0,1,1,0,0,0,0.5
1972,"relapse",2,0.5,1,1,-0.000532811533340607,-0.000532811533340607,0,0
1972,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1974,"adverse_events",18,0,0.444444444444444,0.5,-16.0967812158602,-19.2885831363172,0.277777777777778,0.0555555555555556
1974,"biomarker",55,0.327272727272727,0.618181818181818,0.636363636363636,0,-10.1195995504808,0.0363636363636364,0.0181818181818182
1974,"function_score",5,0,1,1,0,0,0,0
1974,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1974,"mortality",24,0.291666666666667,1,1,0,0.373475100855582,0,0.0416666666666667
1974,"other",166,0.327272727272727,0.739393939393939,0.884848484848485,0,2.20641568365127,0.0727272727272727,0.0909090909090909
1974,"pain",3,0.333333333333333,1,1,0,1.24593202370293,0,0
1974,"quality_of_life",2,0,1,1,0,0,0,0.5
1974,"relapse",2,1,0.5,0.5,9.80311786598048,9.80311786598048,0,0
1974,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1976,"adverse_events",19,0,0.473684210526316,0.526315789473684,-7.12961053681042,-18.2733945501952,0.263157894736842,0.0526315789473684
1976,"biomarker",55,0.327272727272727,0.618181818181818,0.636363636363636,0,-10.1195995504808,0.0363636363636364,0.0181818181818182
1976,"function_score",5,0,1,1,0,0,0,0
1976,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1976,"mortality",27,0.37037037037037,1,1,0,0.706893218381805,0,0.037037037037037
1976,"other",168,0.329341317365269,0.74251497005988,0.88622754491018,0,2.20355999086132,0.0718562874251497,0.0898203592814371
1976,"pain",3,0.333333333333333,1,1,0,1.24593202370293,0,0
1976,"quality_of_life",2,0,1,1,0,0,0,0.5
1976,"relapse",2,1,0,0,15.2101203575405,15.2101203575405,0,0
1976,"response",10,0.444444444444444,0.555555555555556,0.555555555555556,0,1.83069506787855,0.111111111111111,0.111111111111111
1978,"adverse_events",32,0.0740740740740741,0.62962962962963,0.666666666666667,-0.265490909401196,-12.7734176397736,0.185185185185185,0.037037037037037
1978,"biomarker",63,0.206349206349206,0.619047619047619,0.698412698412698,0,-5.02612320415651,0.19047619047619,0.142857142857143
1978,"function_score",5,0,1,1,0,0,0,0
1978,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1978,"mortality",34,0.294117647058824,1,1,0,0.701222237368962,0,0.0294117647058824
1978,"other",206,0.317073170731707,0.760975609756098,0.878048780487805,0,1.72911227991502,0.0731707317073171,0.0731707317073171
1978,"pain",4,0.25,1,1,0,0.934449017777197,0,0
1978,"quality_of_life",2,0,1,1,0,0,0,0.5
1978,"relapse",1,0,1,1,-0.00175749021320202,-0.00175749021320202,0,0
1978,"response",11,0.4,0.6,0.6,0,1.6476255610907,0.1,0.1
1980,"adverse_events",36,0.0645161290322581,0.67741935483871,0.709677419354839,-0.265490909401196,-11.2089531114902,0.161290322580645,0.032258064516129
1980,"biomarker",63,0.206349206349206,0.619047619047619,0.698412698412698,0,-5.02612320415651,0.19047619047619,0.142857142857143
1980,"function_score",5,0,1,1,0,0,0,0
1980,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1980,"mortality",35,0.285714285714286,1,1,0,0.612034457693265,0,0.0285714285714286
1980,"other",213,0.316037735849057,0.764150943396226,0.867924528301887,0,1.54589521304446,0.0660377358490566,0.0754716981132075
1980,"pain",4,0.25,1,1,0,0.934449017777197,0,0
1980,"quality_of_life",2,0,1,1,0,0,0,0.5
1980,"response",11,0.4,0.6,0.6,0,1.6476255610907,0.2,0.1
1982,"adverse_events",42,0.0833333333333333,0.722222222222222,0.75,-1.27187356974606e-05,-9.54676496951033,0.138888888888889,0.0277777777777778
1982,"biomarker",63,0.206349206349206,0.619047619047619,0.619047619047619,0,-6.86433364956745,0.19047619047619,0.142857142857143
1982,"function_score",5,0,1,1,0,0,0,0
1982,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1982,"mortality",42,0.285714285714286,0.880952380952381,0.904761904761905,0,-1.12809405588936,0.0238095238095238,0.0476190476190476
1982,"other",239,0.310924369747899,0.773109243697479,0.873949579831933,0,1.47158064511984,0.0630252100840336,0.0756302521008403
1982,"pain",5,0,1,1,0,-0.997856728962062,0,0
1982,"quality_of_life",2,0,1,1,0,0,0,0.5
1982,"relapse",1,1,0,0,16.2502663685493,16.2502663685493,0,0
1982,"response",12,0.454545454545455,0.545454545454545,0.545454545454545,0,2.56720507145507,0.181818181818182,0.0909090909090909
1984,"adverse_events",46,0.125,0.7,0.75,0,-8.75758345022869,0.125,0.05
1984,"biomarker",61,0.213114754098361,0.60655737704918,0.60655737704918,0,-9.18638538283888,0.19672131147541,0.245901639344262
1984,"function_score",5,0,1,1,0,0,0,0
1984,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1984,"mortality",52,0.211538461538462,0.903846153846154,0.923076923076923,0,-1.00311240706477,0.0192307692307692,0.0384615384615385
1984,"other",265,0.300380228136882,0.802281368821293,0.88212927756654,0,1.0556591866447,0.0608365019011407,0.0836501901140684
1984,"pain",4,0,1,1,0,-1.24732091120258,0,0
1984,"quality_of_life",2,0,1,1,0,0,0,0.5
1984,"relapse",1,1,0,0,16.2502663685493,16.2502663685493,0,0
1984,"response",15,0.5,0.5,0.5,0.99153322729753,11.063165857801,0.142857142857143,0.0714285714285714
1986,"adverse_events",63,0.157894736842105,0.666666666666667,0.736842105263158,0,-6.52269620217377,0.087719298245614,0.0701754385964912
1986,"biomarker",80,0.1625,0.7,0.7,0,-7.00461885441465,0.15,0.1875
1986,"function_score",6,0,1,1,0,0,0,0
1986,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1986,"mortality",60,0.2,0.883333333333333,0.933333333333333,0,-0.570812601752193,0.0166666666666667,0.05
1986,"other",353,0.290598290598291,0.792022792022792,0.863247863247863,0,0.189598387625744,0.056980056980057,0.0797720797720798
1986,"pain",4,0,1,1,0,-1.24704065115472,0,0
1986,"quality_of_life",2,0,1,1,0,0,0,0.5
1986,"relapse",1,1,0,0,31.0468992862135,31.0468992862135,0,0
1986,"response",15,0.5,0.5,0.5,0.99153322729753,11.063165857801,0.142857142857143,0.0714285714285714
1988,"adverse_events",77,0.183098591549296,0.690140845070423,0.746478873239437,0,-6.01555485904777,0.112676056338028,0.0704225352112676
1988,"biomarker",82,0.158536585365854,0.707317073170732,0.707317073170732,0,-6.83377449211185,0.146341463414634,0.182926829268293
1988,"function_score",17,0.0588235294117647,1,1,0,0.0200130220406586,0,0
1988,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1988,"mortality",81,0.271604938271605,0.925925925925926,0.925925925925926,0,0.205443759962735,0.0123456790123457,0.037037037037037
1988,"other",408,0.275862068965517,0.798029556650246,0.874384236453202,0,0.181342351009229,0.0591133004926108,0.0812807881773399
1988,"pain",6,0.166666666666667,0.833333333333333,1,0,0.0601434971147149,0,0
1988,"quality_of_life",2,0,1,1,0,0,0,0.5
1988,"relapse",3,1,0.666666666666667,0.666666666666667,0.28732694478704,10.4973463111167,0,0
1988,"response",24,0.434782608695652,0.521739130434783,0.652173913043478,0,3.74115354749644,0.217391304347826,0.0434782608695652
1990,"adverse_events",89,0.192771084337349,0.650602409638554,0.72289156626506,0,-10.1573685395744,0.144578313253012,0.0602409638554217
1990,"biomarker",96,0.208333333333333,0.625,0.677083333333333,0,-5.45399476782622,0.125,0.15625
1990,"function_score",30,0.2,0.933333333333333,0.966666666666667,0,-0.0756135720358666,0,0.3
1990,"length_of_stay",4,0,1,1,0,0,0,0.25
1990,"mortality",102,0.235294117647059,0.911764705882353,0.931372549019608,0,0.340004503765728,0.00980392156862745,0.0294117647058824
1990,"other",540,0.29182156133829,0.784386617100372,0.886617100371747,0,0.375521176973057,0.0539033457249071,0.0836431226765799
1990,"pain",9,0.111111111111111,0.444444444444444,0.555555555555556,-4.98816260461888,-11.7922715688887,0,0
1990,"quality_of_life",2,0,1,1,0,0,0,0.5
1990,"relapse",7,0.571428571428571,0.714285714285714,0.714285714285714,0.0406717322558357,0.0294998309680778,0,0
1990,"response",26,0.44,0.52,0.68,0,3.7815556591185,0.2,0.04
1992,"adverse_events",97,0.197802197802198,0.615384615384615,0.692307692307692,0,-12.3714882957235,0.175824175824176,0.0659340659340659
1992,"biomarker",104,0.192307692307692,0.644230769230769,0.721153846153846,0,-5.21525778949041,0.173076923076923,0.153846153846154
1992,"function_score",32,0.21875,0.90625,0.96875,0,0.356200801918562,0.03125,0.28125
1992,"length_of_stay",10,0,1,1,0,0,0,0.1
1992,"mortality",112,0.25,0.883928571428571,0.901785714285714,0,1.31965297642407,0.0267857142857143,0.0535714285714286
1992,"other",621,0.25,0.761363636363636,0.852272727272727,0,-0.956494453878136,0.0568181818181818,0.0876623376623377
1992,"pain",11,0.0909090909090909,0.454545454545455,0.454545454545455,-4.98975625326203,-11.6638022894,0.0909090909090909,0
1992,"quality_of_life",2,0,1,1,0,0,0,0.5
1992,"relapse",11,0.454545454545455,0.727272727272727,0.818181818181818,0,0.178906197273478,0.0909090909090909,0
1992,"response",34,0.393939393939394,0.545454545454545,0.696969696969697,0,2.6532274594114,0.181818181818182,0.0303030303030303
1994,"adverse_events",123,0.256410256410256,0.606837606837607,0.743589743589744,0,-9.89199755756525,0.153846153846154,0.0683760683760684
1994,"biomarker",126,0.158730158730159,0.706349206349206,0.76984126984127,0,-4.30465722307145,0.142857142857143,0.126984126984127
1994,"function_score",49,0.204081632653061,0.897959183673469,0.938775510204082,0,0.234006215109489,0.0612244897959184,0.183673469387755
1994,"length_of_stay",12,0,1,1,0,0,0,0.166666666666667
1994,"mortality",112,0.205357142857143,0.910714285714286,0.9375,0,-0.0281707811347457,0.0446428571428571,0.0625
1994,"other",752,0.231182795698925,0.754032258064516,0.850806451612903,0,-1.07394630263322,0.0604838709677419,0.0833333333333333
1994,"pain",16,0.25,0.5625,0.5625,0,-10.8642721715434,0.0625,0.1875
1994,"quality_of_life",5,0,1,1,0,0,0,0.2
1994,"relapse",17,0.470588235294118,0.588235294117647,0.647058823529412,0,0.283691673805652,0.117647058823529,0
1994,"response",39,0.447368421052632,0.526315789473684,0.657894736842105,0,-3.34132223175653,0.210526315789474,0.0263157894736842
1996,"adverse_events",167,0.2625,0.6375,0.73125,0,-7.99323050302671,0.1625,0.075
1996,"biomarker",129,0.1640625,0.7109375,0.7734375,0,-4.27335308857461,0.140625,0.140625
1996,"function_score",46,0.195652173913043,0.869565217391304,0.934782608695652,0,0.339284598160387,0.0652173913043478,0.130434782608696
1996,"length_of_stay",18,0,1,1,0,0,0,0.111111111111111
1996,"mortality",122,0.262295081967213,0.868852459016393,0.918032786885246,0,0.611558333669219,0.0327868852459016,0.0491803278688525
1996,"other",888,0.242045454545455,0.763636363636364,0.834090909090909,0,-0.553529704351287,0.0602272727272727,0.0818181818181818
1996,"pain",21,0.238095238095238,0.666666666666667,0.666666666666667,0,-6.69574794205255,0.0476190476190476,0.142857142857143
1996,"quality_of_life",6,0,1,1,0,0,0,0.166666666666667
1996,"relapse",24,0.478260869565217,0.478260869565217,0.652173913043478,0,2.14365644699027,0.130434782608696,0.0434782608695652
1996,"response",37,0.361111111111111,0.444444444444444,0.555555555555556,0,-5.27101221577907,0.194444444444444,0.0555555555555556
1998,"adverse_events",208,0.24,0.67,0.75,0,-5.28951070158039,0.145,0.055
1998,"biomarker",123,0.204918032786885,0.69672131147541,0.754098360655738,0,-2.90487214288,0.188524590163934,0.10655737704918
1998,"cost",1,0,1,1,0,0,0,0
1998,"function_score",48,0.166666666666667,0.895833333333333,0.979166666666667,0,0.389082954067725,0.0416666666666667,0.145833333333333
1998,"length_of_stay",24,0,1,1,0,0,0,0.0833333333333333
1998,"mortality",143,0.253521126760563,0.859154929577465,0.901408450704225,0,1.40149503662891,0.0352112676056338,0.0633802816901408
1998,"other",1031,0.222113502935421,0.744618395303327,0.809197651663405,0,-2.18062147466273,0.063600782778865,0.0851272015655577
1998,"pain",32,0.15625,0.78125,0.78125,0,-3.92767146528218,0.03125,0.15625
1998,"quality_of_life",11,0,1,1,0,0,0,0.0909090909090909
1998,"relapse",27,0.461538461538462,0.461538461538462,0.653846153846154,0,-0.605217926015928,0.153846153846154,0.0384615384615385
1998,"response",40,0.384615384615385,0.41025641025641,0.58974358974359,0,-7.65228578807622,0.205128205128205,0
2000,"adverse_events",244,0.245762711864407,0.694915254237288,0.775423728813559,0,-5.09806728613232,0.110169491525424,0.0720338983050847
2000,"biomarker",127,0.19047619047619,0.706349206349206,0.761904761904762,0,-3.03721807656996,0.19047619047619,0.126984126984127
2000,"cost",1,0,1,1,0,0,0,0
2000,"function_score",59,0.186440677966102,0.813559322033898,0.864406779661017,0,2.03495029168888,0.0338983050847458,0.254237288135593
2000,"length_of_stay",29,0,1,1,0,0,0,0.0689655172413793
2000,"mortality",169,0.25748502994012,0.808383233532934,0.850299401197605,0,0.51746001299033,0.0359281437125748,0.0658682634730539
2000,"other",1373,0.25366568914956,0.765395894428152,0.82258064516129,0,-1.55156839099632,0.0747800586510264,0.0901759530791789
2000,"pain",38,0.263157894736842,0.710526315789474,0.789473684210526,0,-1.55004633526176,0.0263157894736842,0.131578947368421
2000,"quality_of_life",18,0,1,1,0,0,0,0.222222222222222
2000,"relapse",32,0.419354838709677,0.483870967741935,0.645161290322581,0,4.74037776662603,0.161290322580645,0.0645161290322581
2000,"response",51,0.46,0.34,0.58,0,-7.82351177580212,0.16,0
2002,"adverse_events",283,0.24,0.698181818181818,0.763636363636364,0,-6.48230826763099,0.134545454545455,0.0836363636363636
2002,"biomarker",120,0.142857142857143,0.705882352941177,0.764705882352941,0,-6.23854681412571,0.159663865546218,0.151260504201681
2002,"cost",2,0,1,1,0,0,0,0
2002,"function_score",60,0.2,0.783333333333333,0.833333333333333,0,2.83192595952447,0.0833333333333333,0.25
2002,"length_of_stay",37,0,1,1,0,0,0,0.108108108108108
2002,"mortality",189,0.274193548387097,0.82258064516129,0.865591397849462,0,-0.103152199300012,0.0376344086021505,0.0537634408602151
2002,"other",1560,0.225868725868726,0.739382239382239,0.792792792792793,0,-2.05137552441021,0.0791505791505791,0.101029601029601
2002,"pain",42,0.333333333333333,0.833333333333333,0.928571428571429,0,-1.05443287368021,0.0238095238095238,0.166666666666667
2002,"quality_of_life",31,0,1,1,0,0,0,0.354838709677419
2002,"relapse",30,0.413793103448276,0.551724137931034,0.758620689655172,0,1.93465736132056,0.172413793103448,0.103448275862069
2002,"response",61,0.433333333333333,0.483333333333333,0.65,0,-8.00365120405923,0.15,0.0333333333333333
2004,"adverse_events",313,0.318032786885246,0.662295081967213,0.737704918032787,0,-2.09344773537601,0.137704918032787,0.0655737704918033
2004,"biomarker",88,0.0689655172413793,0.919540229885057,0.988505747126437,0,-0.430805190444527,0.0459770114942529,0.0919540229885057
2004,"cost",4,0,1,1,0,0,0,0
2004,"function_score",77,0.142857142857143,0.818181818181818,0.857142857142857,0,0.903072124213637,0.0649350649350649,0.233766233766234
2004,"length_of_stay",41,0,1,1,0,0,0,0.0731707317073171
2004,"mortality",232,0.270742358078603,0.759825327510917,0.825327510917031,0,-0.410888786239456,0.0611353711790393,0.0873362445414847
2004,"other",1775,0.230073487846241,0.73487846240814,0.795929903900509,0,-1.02974271831511,0.0898812888637648,0.113058224985868
2004,"pain",53,0.264150943396226,0.792452830188679,0.943396226415094,0,1.34973527112529,0.0943396226415094,0.169811320754717
2004,"quality_of_life",78,0,1,1,0,0,0,0.153846153846154
2004,"relapse",32,0.1875,0.65625,0.8125,-0.00177963959280156,-2.20499046570366,0.25,0.09375
2004,"response",63,0.349206349206349,0.380952380952381,0.53968253968254,0,-10.134702468036,0.111111111111111,0.0317460317460317
2006,"adverse_events",366,0.340782122905028,0.656424581005587,0.729050279329609,0,-0.807085639075707,0.114525139664804,0.0670391061452514
2006,"biomarker",101,0.06,0.92,0.98,0,-0.770801679915026,0.05,0.17
2006,"cost",10,0,1,1,0,0,0,0
2006,"function_score",87,0.119047619047619,0.869047619047619,0.928571428571429,0,2.24702083575491,0.0357142857142857,0.238095238095238
2006,"length_of_stay",48,0,1,1,0,0,0,0.0625
2006,"mortality",294,0.21602787456446,0.752613240418119,0.822299651567944,0,-0.834134820394031,0.0836236933797909,0.0871080139372822
2006,"other",1970,0.212028542303772,0.735474006116208,0.799694189602447,0,-1.21935333267297,0.0953109072375127,0.110601427115189
2006,"pain",58,0.258620689655172,0.775862068965517,0.931034482758621,0,2.76651539059713,0.103448275862069,0.120689655172414
2006,"quality_of_life",91,0,1,1,0,0,0,0.142857142857143
2006,"relapse",32,0.15625,0.6875,0.8125,0,-4.91373319016997,0.21875,0.09375
2006,"response",69,0.347826086956522,0.347826086956522,0.550724637681159,-0.00790539706361755,-8.57639764965188,0.101449275362319,0.0434782608695652
2008,"adverse_events",403,0.349367088607595,0.615189873417721,0.731645569620253,0,0.287450234230216,0.136708860759494,0.0734177215189873
2008,"biomarker",114,0.0442477876106195,0.929203539823009,0.982300884955752,0,-0.547339647759593,0.0530973451327434,0.15929203539823
2008,"cost",12,0,1,1,0,0,0,0.0833333333333333
2008,"function_score",96,0.0752688172043011,0.89247311827957,0.946236559139785,0,1.14760359041076,0.032258064516129,0.258064516129032
2008,"length_of_stay",52,0,1,1,0,0,0,0.0769230769230769
2008,"mortality",310,0.158249158249158,0.791245791245791,0.818181818181818,0,-1.61236009070735,0.0538720538720539,0.138047138047138
2008,"other",2115,0.195064072140484,0.741813004271476,0.794019933554817,0,-1.79811414852984,0.0778357854769815,0.12672045562411
2008,"pain",67,0.208955223880597,0.805970149253731,0.940298507462687,0,1.95023999192195,0.0746268656716418,0.149253731343284
2008,"quality_of_life",119,0,1,1,0,0,0,0.109243697478992
2008,"relapse",23,0.130434782608696,0.695652173913043,0.782608695652174,0,-7.59753060261471,0.130434782608696,0.173913043478261
2008,"response",69,0.347826086956522,0.405797101449275,0.550724637681159,0,-11.5889730964821,0.101449275362319,0.0434782608695652
2010,"adverse_events",408,0.27455919395466,0.584382871536524,0.727959697732998,0,-1.61405675413134,0.163727959697733,0.0780856423173804
2010,"biomarker",107,0.0560747663551402,0.925233644859813,0.990654205607477,0,-0.327745207834258,0.0467289719626168,0.280373831775701
2010,"cost",13,0,1,1,0,0,0,0.0769230769230769
