"dataset_id","review_doi","analysis_group","analysis_number","analysis_name","data_type","measure","effect_is_log","rob_type","k_all","k_post","k_pre","frac_pre","i2_all","i2_post","i2_pre","delta_i2","delta_i2_post_pre","tau2_all","tau2_post","tau2_pre","delta_tau2","delta_tau2_post_pre","effect_all","effect_post","effect_pre","delta_effect","sig_all","sig_post","sign_all","sign_post"
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,1,"Length of time post stroke","binary","RR",TRUE,"low_only",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1.13013543890012,1.07771990181041,1.24305589231935,-0.0524155370897113,FALSE,FALSE,1,1
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,1,"Length of time post stroke","binary","RR",TRUE,"non_high",30,22,8,0.266666666666667,0,0,0,0,0,0,0,0,0,0,0.913113178028378,0.874923972268097,1.0276850360391,-0.0381892057602812,FALSE,FALSE,-1,-1
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,1,"Length of time post stroke","binary","RR",TRUE,"low_only_with_support",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1.13013543890012,1.07771990181041,1.24305589231935,-0.0524155370897113,FALSE,FALSE,1,1
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,2,"Geographical location - continent of study conduct","binary","RR",TRUE,"low_only",11,8,3,0.272727272727273,0,0,0,0,0,0,0,0,0,0,1.13878112022381,1.13397476560349,1.15182451683441,-0.00480635462031986,FALSE,FALSE,1,1
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,2,"Geographical location - continent of study conduct","binary","RR",TRUE,"non_high",48,33,15,0.3125,0,0,0,0,0,0,0,0,0,0,0.952526105460436,0.932599187221476,0.998197618220515,-0.0199269182389598,FALSE,FALSE,-1,-1
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,2,"Geographical location - continent of study conduct","binary","RR",TRUE,"low_only_with_support",11,8,3,0.272727272727273,0,0,0,0,0,0,0,0,0,0,1.13878112022381,1.13397476560349,1.15182451683441,-0.00480635462031986,FALSE,FALSE,1,1
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,3,"Amount of treatment (less or more than 2.5 hours/week)","binary","RR",TRUE,"low_only",10,7,3,0.3,0,0,0,0,0,0,0,0,0,0,1.14999162570039,1.14921511173496,1.15182451683441,-0.000776513965426551,FALSE,FALSE,1,1
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,3,"Amount of treatment (less or more than 2.5 hours/week)","binary","RR",TRUE,"non_high",44,31,13,0.295454545454545,0,0,0,0,0,0,0,0,0,0,0.946997563832986,0.92747307191519,0.995517601462396,-0.0195244919177957,FALSE,FALSE,-1,-1
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,3,"Amount of treatment (less or more than 2.5 hours/week)","binary","RR",TRUE,"low_only_with_support",10,7,3,0.3,0,0,0,0,0,0,0,0,0,0,1.14999162570039,1.14921511173496,1.15182451683441,-0.000776513965426551,FALSE,FALSE,1,1
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,4,"Duration of intervention","binary","RR",TRUE,"low_only",11,8,3,0.272727272727273,0,0,0,0,0,0,0,0,0,0,1.13878112022381,1.13397476560349,1.15182451683441,-0.00480635462031986,FALSE,FALSE,1,1
"CD001920_pub4_data","10.1002/14651858.CD001920.pub4",9,4,"Duration of intervention","binary","RR",TRUE,"non_high",47,32,15,0.319148936170213,0,0,0,0,0,0,0,0,0,0,0.952805112334207,0.932389919489335,0.998197618220515,-0.0204151928448719,FALSE,FALSE,-1,-1
