"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","k","double_zero","sparse_events","method","model_method","k_used","meta_status","meta_error","pooled_effect","pooled_se","ci_lb","ci_ub","pooled_effect_transformed","ci_lb_transformed","ci_ub_transformed"
"CD000028_pub4_data","1::2","1","2","All-cause mortality",11,1,1,"OR_cc","REML",10,"ok","",0.093023911598635,0.105081741799396,-0.112932517760918,0.298980340958187,1.09748797764636,0.893210933956082,1.34848311332642
"CD000028_pub4_data","1::2","1","2","All-cause mortality",11,1,1,"RD","REML",11,"ok","",0.0207324239670654,0.0142572168743054,-0.00721120762634994,0.0486760555604808,0.0207324239670654,-0.00721120762634994,0.0486760555604808
"CD000028_pub4_data","3::1","3","1","Cerebrovascular mortality and morbidity",11,0,0,"OR_cc","REML",11,"ok","",-0.445631027006216,0.0647319019053355,-0.572503223391453,-0.318758830620978,0.640420026167609,0.56411157254263,0.727050870571401
"CD000028_pub4_data","3::1","3","1","Cerebrovascular mortality and morbidity",11,0,0,"RD","REML",11,"ok","",-0.0145812630589455,0.00212368382496464,-0.0187436068704265,-0.0104189192474646,-0.0145812630589455,-0.0187436068704265,-0.0104189192474646
"CD000028_pub4_data","3::2","3","2","Cerebrovascular mortality and morbidity",10,0,1,"OR_cc","REML",10,"ok","",-0.484004721823288,0.107962824986824,-0.695607970466664,-0.272401473179912,0.616310291797131,0.498771117677372,0.761548458426899
"CD000028_pub4_data","3::2","3","2","Cerebrovascular mortality and morbidity",10,0,1,"RD","REML",10,"ok","",-0.0239438014057601,0.00794620853986798,-0.039518083957546,-0.00836951885397425,-0.0239438014057601,-0.039518083957546,-0.00836951885397425
"CD000028_pub4_data","4::1","4","1","Coronary heart disease mortality and morbidity",10,0,0,"OR_cc","REML",10,"ok","",-0.272302613392712,0.0611315825321277,-0.39211831347362,-0.152486913311804,0.761623748666969,0.675624173788857,0.858570129722457
"CD000028_pub4_data","4::1","4","1","Coronary heart disease mortality and morbidity",10,0,0,"RD","REML",10,"ok","",-0.010438174434811,0.00229116366406535,-0.014928772699066,-0.00594757617055612,-0.010438174434811,-0.014928772699066,-0.00594757617055612
"CD000028_pub4_data","4::2","4","2","Coronary heart disease mortality and morbidity",9,1,4,"OR_cc","REML",8,"ok","",-0.188960935532996,0.156012049536537,-0.494738933778888,0.116817062712896,0.827818844365034,0.609730066444212,1.12391380514046
"CD000028_pub4_data","4::2","4","2","Coronary heart disease mortality and morbidity",9,1,4,"RD","REML",9,"ok","",-0.00223732587140239,0.0022779097918025,-0.00670194702336642,0.00222729528056163,-0.00223732587140239,-0.00670194702336642,0.00222729528056163
"CD000143_pub2_data","1::overall","1","overall","Extubation failure",47,0,3,"OR_cc","REML",47,"ok","",-0.777236490680725,0.14670208545183,-1.06476729462323,-0.48970568673822,0.459674572622657,0.344808084127087,0.612806724792284
"CD000143_pub2_data","1::overall","1","overall","Extubation failure",47,0,3,"RD","REML",47,"ok","",-0.181269296289182,0.0351211924107138,-0.250105568508283,-0.112433024070082,-0.181269296289182,-0.250105568508283,-0.112433024070082
"CD000143_pub2_data","2::overall","2","overall","Endotracheal reintubation",23,0,3,"OR_cc","REML",23,"ok","",-0.240630952618133,0.159922612006681,-0.554073512464801,0.0728116072285356,0.786131692703941,0.574604378452677,1.07552789614613
"CD000143_pub2_data","2::overall","2","overall","Endotracheal reintubation",23,0,3,"RD","REML",23,"ok","",-0.0652268665062874,0.0346347004658761,-0.133109632034737,0.00265589902216239,-0.0652268665062874,-0.133109632034737,0.00265589902216239
"CD000143_pub2_data","4::overall","4","overall","Oxygen dependency at 28 days",5,0,0,"OR_cc","REML",5,"ok","",-0.17791741421883,0.407152582918647,-0.975921812951837,0.620086984514177,0.837011545886831,0.376844812974626,1.85908974683177
"CD000143_pub2_data","4::overall","4","overall","Oxygen dependency at 28 days",5,0,0,"RD","REML",5,"ok","",-0.0398697010208078,0.0894644916823683,-0.215216882613433,0.135477480571817,-0.0398697010208078,-0.215216882613433,0.135477480571817
"CD000219_pub5_data","1::overall","1","overall","Pain",27,0,0,"OR_cc","REML",27,"ok","",-0.391475083466115,0.0750557476607824,-0.538581645713975,-0.244368521218255,0.676058895329215,0.583575382298391,0.783198955640762
"CD000219_pub5_data","1::overall","1","overall","Pain",27,0,0,"RD","REML",27,"ok","",-0.0565728809980599,0.0134737452105139,-0.0829809363475361,-0.0301648256485836,-0.0565728809980599,-0.0829809363475361,-0.0301648256485836
"CD000219_pub5_data","2::overall","2","overall","Vomiting, diarrhoea or rash",11,0,2,"OR_cc","REML",11,"ok","",0.61468961745144,0.132047053570321,0.355882148188981,0.8734970867139,1.84908258751526,1.42743931204252,2.39527270028716
"CD000219_pub5_data","2::overall","2","overall","Vomiting, diarrhoea or rash",11,0,2,"RD","REML",11,"ok","",0.0780540465499313,0.0211367269771007,0.0366268229237578,0.119481270176105,0.0780540465499313,0.0366268229237578,0.119481270176105
"CD000219_pub5_data","3::overall","3","overall","Abnormal tympanometry",14,0,0,"OR_cc","REML",14,"ok","",-0.24432973093191,0.094956452222339,-0.430440957387393,-0.0582185044764273,0.783229336741758,0.650222311166743,0.943443778224371
"CD000219_pub5_data","3::overall","3","overall","Abnormal tympanometry",14,0,0,"RD","REML",14,"ok","",-0.0590036813500104,0.0219974019474622,-0.102117796920488,-0.0158895657795333,-0.0590036813500104,-0.102117796920488,-0.0158895657795333
"CD000219_pub5_data","4::overall","4","overall","Tympanic membrane perforation",7,2,4,"OR_cc","REML",5,"ok","",-0.794811920870857,0.387598049478613,-1.55449013832691,-0.0351337034148006,0.451666175915558,0.211297087467891,0.965476320146551
"CD000219_pub5_data","4::overall","4","overall","Tympanic membrane perforation",7,2,4,"RD","REML",7,"ok","",-0.0104033945198896,0.00718576916834239,-0.024487243291059,0.00368045425127984,-0.0104033945198896,-0.024487243291059,0.00368045425127984
"CD000219_pub5_data","5::overall","5","overall","Contralateral otitis (in unilateral cases)",6,0,0,"OR_cc","REML",6,"ok","",-0.435430088842618,0.284767826623076,-0.993564772979594,0.122704595294358,0.64698634562227,0.370254462596322,1.13055040170586
"CD000219_pub5_data","5::overall","5","overall","Contralateral otitis (in unilateral cases)",6,0,0,"RD","REML",6,"ok","",-0.0509061863009239,0.0248449192151403,-0.099601333161406,-0.00221103944044176,-0.0509061863009239,-0.099601333161406,-0.00221103944044176
"CD000219_pub5_data","6::overall","6","overall","Late AOM recurrences",6,0,0,"OR_cc","REML",6,"ok","",-0.107287777800948,0.118794327323842,-0.340120380923341,0.125544825321445,0.898267134450648,0.711684644351076,1.13376598924641
"CD000219_pub5_data","6::overall","6","overall","Late AOM recurrences",6,0,0,"RD","REML",6,"ok","",-0.0130242312807644,0.0154755549839377,-0.0433557616900515,0.0173072991285227,-0.0130242312807644,-0.0433557616900515,0.0173072991285227
"CD000478_pub5_data","1::overall","1","overall","Failure to maintain remission",32,1,8,"OR_cc","REML",31,"ok","",-0.855736127644894,0.136001867505324,-1.12229488978552,-0.589177365504271,0.4249702435672,0.325531876977664,0.554783481096559
"CD000478_pub5_data","1::overall","1","overall","Failure to maintain remission",32,1,8,"RD","REML",32,"ok","",-0.15335452422074,0.034098078726532,-0.220185530466754,-0.0865235179747254,-0.15335452422074,-0.220185530466754,-0.0865235179747254
"CD000478_pub5_data","2::overall","2","overall","Withdrawal due to adverse event",6,2,5,"OR_cc","REML",4,"ok","",0.50359083058031,0.403464712515223,-0.287185474982335,1.29436713614295,1.65465219155054,0.750372540595787,3.64868612173517
"CD000478_pub5_data","2::overall","2","overall","Withdrawal due to adverse event",6,2,5,"RD","REML",6,"ok","",0.0160717134413868,0.0206941246415187,-0.0244880255475726,0.0566314524303463,0.0160717134413868,-0.0244880255475726,0.0566314524303463
"CD000478_pub5_data","3::overall","3","overall","Pancreatitis",2,0,2,"OR_cc","REML",2,"ok","",1.47630916597649,1.15804024504185,-0.793408006953475,3.74602633890646,4.37676193167396,0.452300721665518,42.3524528902179
"CD000478_pub5_data","3::overall","3","overall","Pancreatitis",2,0,2,"RD","REML",2,"ok","",0.0824137309487092,0.0584355397252229,-0.0321178223298874,0.196945284227306,0.0824137309487092,-0.0321178223298874,0.196945284227306
"CD000478_pub5_data","4::overall","4","overall","Bone marrow suppression",2,0,2,"OR_cc","REML",2,"ok","",0.830651513260485,1.05618392150074,-1.23943093393124,2.90073396045221,2.29481335466166,0.289548943543745,18.1874893697822
"CD000478_pub5_data","4::overall","4","overall","Bone marrow suppression",2,0,2,"RD","REML",2,"ok","",0.0197295141935583,0.0254410381458221,-0.0301340043015627,0.0695930326886794,0.0197295141935583,-0.0301340043015627,0.0695930326886794
"CD000547_pub3_data","1::overall","1","overall","Uterine volume (mL) (preoperative)",28,28,28,"RD","REML",28,"ok","",0.000211960654451559,0.00416279500571891,-0.00794696763178071,0.00837088894068383,0.000211960654451559,-0.00794696763178071,0.00837088894068383
"CD000547_pub3_data","3::overall","3","overall","Fibroid volume (mL) (preoperative)",24,24,24,"RD","REML",24,"ok","",-0.000478203583774136,0.00482880573218119,-0.00994248890718983,0.00898608173964155,-0.000478203583774136,-0.00994248890718983,0.00898608173964155
"CD000547_pub3_data","5::overall","5","overall","Haemoglobin (preoperative)",25,14,18,"OR_cc","REML",11,"ok","",-0.476610075302769,0.206649657165535,-0.881635960764767,-0.0715841898407696,0.620884580331533,0.414104897865393,0.930917900465819
"CD000547_pub3_data","5::overall","5","overall","Haemoglobin (preoperative)",25,14,18,"RD","REML",25,"ok","",-0.00594427925000821,0.00611743899328,-0.017934239354458,0.00604568085444156,-0.00594427925000821,-0.017934239354458,0.00604568085444156
"CD000547_pub3_data","7::overall","7","overall","Total frequency of adverse events",63,5,35,"OR_cc","REML",58,"ok","",0.392538035358346,0.156259688881638,0.0862746729149015,0.698801397801791,1.48073418446529,1.0901057097001,2.01134046499701
"CD000547_pub3_data","7::overall","7","overall","Total frequency of adverse events",63,5,35,"RD","REML",63,"ok","",0.00836335051246034,0.00402280791317413,0.000478791885916317,0.0162479091390044,0.00836335051246034,0.000478791885916317,0.0162479091390044
"CD000547_pub3_data","8::overall","8","overall","Individual adverse events",57,1,12,"OR_cc","REML",56,"ok","",0.884526868020996,0.163123892557408,0.564809913590495,1.2042438224515,2.42183827123976,1.759113367395,3.3342368495143
"CD000547_pub3_data","8::overall","8","overall","Individual adverse events",57,1,12,"RD","REML",57,"ok","",0.0952535871791063,0.0202728528830172,0.0555195256645136,0.134987648693699,0.0952535871791063,0.0555195256645136,0.134987648693699
"CD000547_pub3_data","6::overall","6","overall","Postoperative morbidity (complications)",17,0,9,"OR_cc","REML",17,"ok","",-0.749172512053013,0.218024020398274,-1.17649173979826,-0.321853284307771,0.472757592137848,0.308358645560297,0.724804522726679
"CD000547_pub3_data","6::overall","6","overall","Postoperative morbidity (complications)",17,0,9,"RD","REML",17,"ok","",-0.0213119244201645,0.00965272678984465,-0.040230921280865,-0.0023929275594641,-0.0213119244201645,-0.040230921280865,-0.0023929275594641
"CD000547_pub3_data","9::overall","9","overall","Proportion undergoing vaginal rather than abdominal procedure",4,1,1,"OR_cc","REML",3,"ok","",1.70091477765532,0.896472379475776,-0.0561387992521214,3.45796835456277,5.4789571275354,0.945407904873077,31.7524013186679
"CD000547_pub3_data","9::overall","9","overall","Proportion undergoing vaginal rather than abdominal procedure",4,1,1,"RD","REML",4,"ok","",0.257694210017417,0.159581170149984,-0.0550791360873097,0.570467556122144,0.257694210017417,-0.0550791360873097,0.570467556122144
"CD000547_pub3_data","10::overall","10","overall","Proportion with vertical incision",43,0,10,"OR_cc","REML",43,"ok","",0.596089381697997,0.26049857351126,0.0855215595918681,1.10665720380413,1.81500710388975,1.08928504563192,3.02423208725791
"CD000547_pub3_data","10::overall","10","overall","Proportion with vertical incision",43,0,10,"RD","REML",43,"ok","",0.126861600868157,0.0453242966265605,0.0380276118554884,0.215695589880826,0.126861600868157,0.0380276118554884,0.215695589880826
"CD000547_pub3_data","11::overall","11","overall","Duration of hospital stay (days)",4,4,4,"RD","REML",4,"ok","",0.000119626694393724,0.010918684503003,-0.0212806016900477,0.0215198550788352,0.000119626694393724,-0.0212806016900477,0.0215198550788352
"CD000547_pub3_data","13::overall","13","overall","Postoperative haemoglobin",4,4,4,"RD","REML",4,"ok","",0.000233674094714632,0.0124246876231225,-0.0241182661657661,0.0245856143551953,0.000233674094714632,-0.0241182661657661,0.0245856143551953
"CD000547_pub3_data","4::overall","4","overall","Frequency of blood transfusions",9,3,6,"OR_cc","REML",6,"ok","",1.47177205726975,1.00269957018689,-0.493482987610344,3.43702710214985,4.35694906755349,0.610496335680738,31.0943802080123
"CD000547_pub3_data","4::overall","4","overall","Frequency of blood transfusions",9,3,6,"RD","REML",9,"ok","",0.162140141597734,0.12134159858399,-0.0756850214534032,0.39996530464887,0.162140141597734,-0.0756850214534032,0.39996530464887
"CD000547_pub3_data","2::overall","2","overall","Postoperative morbidity (complications)",4,4,4,"RD","REML",4,"ok","",0.000362426762556469,0.0154426571576521,-0.0299046250920414,0.0306294786171543,0.000362426762556469,-0.0299046250920414,0.0306294786171543
"CD001155_pub3_data","1::overall","1","overall","Clinical vertebral fractures",182,89,128,"OR_cc","REML",93,"ok","",-0.33502045917308,0.074967508719921,-0.481954076274818,-0.188086842071342,0.715323451276552,0.617575422477441,0.828542751739587
"CD001155_pub3_data","1::overall","1","overall","Clinical vertebral fractures",182,89,128,"RD","REML",182,"ok","",-0.00203411032965801,0.000628170113913961,-0.0032653011290938,-0.000802919530222226,-0.00203411032965801,-0.0032653011290938,-0.000802919530222226
"CD001155_pub3_data","2::overall","2","overall","Non-vertebral fractures",494,195,284,"OR_cc","REML",299,"ok","",-0.0878849744409994,0.0287747135342199,-0.144282376633528,-0.0314875722484712,0.915866218688475,0.865643276110103,0.96900299890741
"CD001155_pub3_data","2::overall","2","overall","Non-vertebral fractures",494,195,284,"RD","REML",494,"ok","",-0.000299860323771378,0.000323777268933249,-0.000934452109893286,0.00033473146235053,-0.000299860323771378,-0.000934452109893286,0.00033473146235053
"CD001155_pub3_data","3::overall","3","overall","Hip fractures",83,43,50,"OR_cc","FE",40,"ok","",-0.337793964933916,0.0671832171544553,-0.469470650922182,-0.20611727894565,0.713342246275325,0.625333200238586,0.813737636394453
"CD001155_pub3_data","3::overall","3","overall","Hip fractures",83,43,50,"RD","REML",83,"ok","",-0.00243106694415825,0.000606224672299611,-0.00361924546840508,-0.00124288841991141,-0.00243106694415825,-0.00361924546840508,-0.00124288841991141
"CD001155_pub3_data","4::overall","4","overall","Wrist fractures",78,29,49,"OR_cc","REML",49,"ok","",-0.265841189134712,0.0793305228771867,-0.421326156848729,-0.110356221420696,0.766560856027698,0.656176050191192,0.895515076819251
"CD001155_pub3_data","4::overall","4","overall","Wrist fractures",78,29,49,"RD","REML",78,"ok","",-0.00353289480294471,0.00177670184302683,-0.00701516642654323,-5.06231793461855e-05,-0.00353289480294471,-0.00701516642654323,-5.06231793461855e-05
"CD001155_pub3_data","5::overall","5","overall","Radiographic vertebral fractures",47,7,14,"OR_cc","REML",40,"ok","",-0.633462687922436,0.0407793742119407,-0.713388792689921,-0.553536583154951,0.530750791070905,0.48998093701272,0.574912983227097
"CD001155_pub3_data","5::overall","5","overall","Radiographic vertebral fractures",47,7,14,"RD","REML",47,"ok","",-0.0292791408010737,0.00460849295014989,-0.0383116210063742,-0.0202466605957731,-0.0292791408010737,-0.0383116210063742,-0.0202466605957731
"CD001155_pub3_data","6::overall","6","overall","Withdrawals due to adverse events",40,4,15,"OR_cc","REML",36,"ok","",-0.017445051463041,0.0564876037674205,-0.128158720420154,0.0932686174940722,0.982706232451271,0.879713739528754,1.09775657228667
"CD001155_pub3_data","6::overall","6","overall","Withdrawals due to adverse events",40,4,15,"RD","REML",40,"ok","",0.000288050899946741,0.00245426258113125,-0.00452221536767482,0.0050983171675683,0.000288050899946741,-0.00452221536767482,0.0050983171675683
"CD001155_pub3_data","7::overall","7","overall","Serious adverse events",21,1,2,"OR_cc","REML",20,"ok","",-0.043678825066922,0.0677244166106455,-0.176416242497773,0.0890585923639293,0.957261356458079,0.838268987531494,1.09314470438229
"CD001155_pub3_data","7::overall","7","overall","Serious adverse events",21,1,2,"RD","REML",21,"ok","",-0.00465497847603864,0.00695283816206904,-0.0182822908640296,0.00897233391195233,-0.00465497847603864,-0.0182822908640296,0.00897233391195233
"CD001155_pub3_data","8::overall","8","overall","Gastrointestinal adverse events",21,2,3,"OR_cc","REML",19,"ok","",0.0201922362213914,0.0422324672285859,-0.062581878524905,0.102966350967688,1.02039747852928,0.939336148206486,1.10845411004031
"CD001155_pub3_data","8::overall","8","overall","Gastrointestinal adverse events",21,2,3,"RD","REML",21,"ok","",0.000703280016784428,0.00218711497733365,-0.00358338656883767,0.00498994660240653,0.000703280016784428,-0.00358338656883767,0.00498994660240653
"CD001155_pub3_data","9::overall","9","overall","Atypical femoral fracture",10,10,10,"RD","REML",10,"ok","",6.56664924376694e-05,0.000799089730425277,-0.00150052059961169,0.00163185358448703,6.56664924376694e-05,-0.00150052059961169,0.00163185358448703
"CD001321_pub7_data","1::overall","1","overall","Symptomatic UTI: culture-verified UTI",103,4,11,"OR_cc","REML",99,"ok","",-0.451158260454975,0.0611758462133159,-0.571060715756835,-0.331255805153115,0.636890039694218,0.564925894984763,0.718021471953668
"CD001321_pub7_data","1::overall","1","overall","Symptomatic UTI: culture-verified UTI",103,4,11,"RD","REML",103,"ok","",-0.0711420359793739,0.0103150595596533,-0.0913591812146799,-0.0509248907440679,-0.0711420359793739,-0.0913591812146799,-0.0509248907440679
"CD001321_pub7_data","2::overall","2","overall","Clinical UTI: symptoms, no culture",30,1,4,"OR_cc","REML",29,"ok","",-0.429704705301014,0.114407266827042,-0.653938827851681,-0.205470582750347,0.650701214975281,0.519993572608314,0.814264047623608
"CD001321_pub7_data","2::overall","2","overall","Clinical UTI: symptoms, no culture",30,1,4,"RD","REML",30,"ok","",-0.0562586492769683,0.0152522189948458,-0.0861524491911838,-0.0263648493627528,-0.0562586492769683,-0.0861524491911838,-0.0263648493627528
"CD001321_pub7_data","3::overall","3","overall","Microbiological UTI: positive culture without known symptoms",8,0,1,"OR_cc","REML",8,"ok","",-0.0353187757382847,0.159947882201535,-0.348810864256747,0.278173312780178,0.965297653734326,0.705526557941506,1.3207150741762
"CD001321_pub7_data","3::overall","3","overall","Microbiological UTI: positive culture without known symptoms",8,0,1,"RD","REML",8,"ok","",0.0147075228183874,0.0183345608688664,-0.021227556156948,0.0506426017937229,0.0147075228183874,-0.021227556156948,0.0506426017937229
"CD001321_pub7_data","4::overall","4","overall","Death",4,1,1,"OR_cc","REML",3,"ok","",0.0943412304692004,0.131033245041794,-0.162479210590128,0.351161671528529,1.09893467193917,0.850033761741986,1.42071699683455
"CD001321_pub7_data","4::overall","4","overall","Death",4,1,1,"RD","REML",4,"ok","",0.00611498320218499,0.00978169494467769,-0.0130567865971408,0.0252867530015108,0.00611498320218499,-0.0130567865971408,0.0252867530015108
"CD001321_pub7_data","5::overall","5","overall","Gastrointestinal adverse events",10,0,5,"OR_cc","REML",10,"ok","",0.334279996250128,0.278500091872149,-0.211570153510381,0.880130146010636,1.39693422516598,0.80931250294808,2.41121349581482
"CD001321_pub7_data","5::overall","5","overall","Gastrointestinal adverse events",10,0,5,"RD","REML",10,"ok","",0.00719852612550083,0.00439300350191786,-0.0014116025222165,0.0158086547732182,0.00719852612550083,-0.0014116025222165,0.0158086547732182
"CD001396_pub4_data","1::overall","1","overall","Self-rated overall premenstrual symptoms",49,46,46,"OR_cc","REML",3,"ok","",-0.337382475901045,0.263014076770513,-0.852880593798303,0.178115641996214,0.71363583918734,0.426185494751174,1.19496350120963
"CD001396_pub4_data","1::overall","1","overall","Self-rated overall premenstrual symptoms",49,46,46,"RD","REML",49,"ok","",-0.00220232385453553,0.00242009639441252,-0.00694562562669931,0.00254097791762824,-0.00220232385453553,-0.00694562562669931,0.00254097791762824
"CD001396_pub4_data","2::overall","2","overall","Nausea",56,0,4,"OR_cc","REML",56,"ok","",0.979288140663235,0.072150328216362,0.837876095886421,1.12070018544005,2.66256019881426,2.31145245626316,3.06700092104457
"CD001396_pub4_data","2::overall","2","overall","Nausea",56,0,4,"RD","REML",56,"ok","",0.171588316217823,0.0159275143380612,0.140370961751978,0.202805670683669,0.171588316217823,0.140370961751978,0.202805670683669
"CD001396_pub4_data","3::overall","3","overall","Insomnia or sleep disturbance",29,0,6,"OR_cc","REML",29,"ok","",0.68875811379792,0.1426324052457,0.409203736488026,0.968312491107812,1.99124110223036,1.50561843865266,2.63349665852911
"CD001396_pub4_data","3::overall","3","overall","Insomnia or sleep disturbance",29,0,6,"RD","REML",29,"ok","",0.0531704005419149,0.00810727635102471,0.0372804308811932,0.0690603702026366,0.0531704005419149,0.0372804308811932,0.0690603702026366
"CD001396_pub4_data","4::overall","4","overall","Sexual dysfunction or decreased libido",23,0,6,"OR_cc","REML",23,"ok","",0.840377136664556,0.198227283394614,0.451858800457898,1.22889547287121,2.31724072844814,1.5712300759466,3.41745278160101
"CD001396_pub4_data","4::overall","4","overall","Sexual dysfunction or decreased libido",23,0,6,"RD","REML",23,"ok","",0.054339733780566,0.0108310580424862,0.0331112501028302,0.0755682174583019,0.054339733780566,0.0331112501028302,0.0755682174583019
"CD001396_pub4_data","5::overall","5","overall","Fatigue or sedation",14,0,4,"OR_cc","REML",14,"ok","",0.417545881113574,0.189118531992208,0.0468803695997604,0.788211392627387,1.51823106043223,1.04799662932397,2.19945893752354
"CD001396_pub4_data","5::overall","5","overall","Fatigue or sedation",14,0,4,"RD","REML",14,"ok","",0.051309769053772,0.0189206373404149,0.0142260013020151,0.0883935368055288,0.051309769053772,0.0142260013020151,0.0883935368055288
"CD001396_pub4_data","6::overall","6","overall","Dizziness or vertigo",21,0,5,"OR_cc","REML",21,"ok","",0.673085409578839,0.187605199316691,0.305385975605666,1.04078484355201,1.96027625468607,1.3571487282295,2.83143837868022
"CD001396_pub4_data","6::overall","6","overall","Dizziness or vertigo",21,0,5,"RD","REML",21,"ok","",0.0383501598883202,0.00895713836281618,0.0207944912926584,0.055905828483982,0.0383501598883202,0.0207944912926584,0.055905828483982
"CD001396_pub4_data","7::overall","7","overall","Tremor",8,0,3,"OR_cc","REML",8,"ok","",1.6825667888851,0.456254338789898,0.788324717066765,2.57680886070343,5.37934591091198,2.1997082040983,13.1550913777254
"CD001396_pub4_data","7::overall","7","overall","Tremor",8,0,3,"RD","REML",8,"ok","",0.0491700567036885,0.0148482100436734,0.0200680997832027,0.0782720136241744,0.0491700567036885,0.0200680997832027,0.0782720136241744
"CD001396_pub4_data","8::overall","8","overall","Somnolence/decreased concentration",14,0,2,"OR_cc","FE",14,"ok","",1.18179630046317,0.247995126766881,0.695734783658641,1.66785781726771,3.26022529035992,2.00518190766619,5.3008003429841
"CD001396_pub4_data","8::overall","8","overall","Somnolence/decreased concentration",14,0,2,"RD","REML",14,"ok","",0.0697421139469574,0.0124199111512643,0.0453995353992919,0.0940846924946229,0.0697421139469574,0.0453995353992919,0.0940846924946229
"CD001396_pub4_data","9::overall","9","overall","Sweating",16,0,1,"OR_cc","FE",16,"ok","",0.776206369294381,0.23924790171828,0.307289098549774,1.24512364003899,2.17321224297216,1.35973400838545,3.47336421967704
"CD001396_pub4_data","9::overall","9","overall","Sweating",16,0,1,"RD","REML",16,"ok","",0.0480515931854723,0.0114518225016648,0.0256064335248638,0.0704967528460807,0.0480515931854723,0.0256064335248638,0.0704967528460807
"CD001396_pub4_data","10::overall","10","overall","Dry mouth",16,0,3,"OR_cc","REML",16,"ok","",0.994250136462323,0.221474867602563,0.560167372480523,1.42833290044412,2.70269692735335,1.7509655392177,4.1717386878949
