"dataset_id","analysis_group","analysis_number","analysis_name","data_type","measure","effect_is_log","k_all","k_post","k_pre","frac_pre","i2_re_all","i2_re_post","i2_re_pre","delta_i2_re","delta_i2_post_pre","tau2_re_all","tau2_re_post","tau2_re_pre","delta_tau2_re","delta_tau2_post_pre","effect_re_all","effect_re_post","effect_re_pre","delta_effect_re","delta_effect_post_pre","effect_fe_all","effect_fe_post","effect_fe_pre","delta_effect_fe","delta_effect_fe_post_pre","sig_all","sig_post","sig_pre","sign_all","sign_post","sign_pre","max_abs_delta_effect_loo_all","max_abs_delta_effect_loo_post","max_abs_delta_i2_loo_all","max_abs_delta_i2_loo_post","max_abs_delta_tau2_loo_all","max_abs_delta_tau2_loo_post","cook_thresh","n_influential","max_cook","prop_influ_pre","prop_pre_overall","mean_cook_pre","mean_cook_post"
"CD001155_pub3_data",9,2,"Non-vertebral fractures","binary","RR",TRUE,9,5,4,0.444444444444444,14.3579369476349,0,6.02294362122364,-14.3579369476349,-6.02294362122364,0.0100602144572638,0,0.00153136262857967,-0.0100602144572638,-0.00153136262857967,0.793086133191324,0.480975914623872,0.832380906416927,-0.312110218567452,-0.351404991793055,0.828563692740291,0.480975914623872,0.838069128856806,-0.347587778116419,-0.357093214232933,TRUE,FALSE,TRUE,-1,-1,-1,0.127066766849078,0.0774386846987509,14.3579369476349,0,0.0264345236902334,0,0.444444444444444,2,3.74748619054096,1,0.444444444444444,1.44505140597427,0.033129113329877
"CD001155_pub3_data",9,3,"Hip fractures","binary","RR",TRUE,11,4,7,0.636363636363636,0,0,0,0,0,0,0,0,0,0,0.641751034358037,0.989117657067811,0.628797786151604,0.347366622709774,0.360319870916207,0.641751034358037,0.989117657067811,0.628797786151604,0.347366622709774,0.360319870916207,TRUE,FALSE,TRUE,-1,-1,-1,0.111316357291547,0.0457246746108863,0,0,0,0,0.363636363636364,2,0.820485427040968,1,0.636363636363636,0.173754140248601,0.000573288618956587
"CD001155_pub3_data",9,4,"Wrist fractures","binary","RR",TRUE,10,4,6,0.6,42.9061807484948,0,58.4529762910357,-42.9061807484948,-58.4529762910357,0.215211895662708,0,0.237134417231376,-0.215211895662708,-0.237134417231376,0.875470728123151,1.74742739168929,0.821007107763425,0.87195666356614,0.926420283925866,0.929560600752464,1.74742739168929,0.917963219418556,0.817866790936827,0.829464172270735,FALSE,FALSE,FALSE,-1,1,-1,0.282514361904322,0.761836491633233,42.9061807484948,0,0.215211895662708,0,0.4,3,1.84371726886991,1,0.6,0.483248025940258,0.0107620348281045
"CD001155_pub3_data",12,1,"Clinical vertebral fractures","binary","RR",TRUE,7,3,4,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0.465484771678984,1.07810197011355,0.454597769772443,0.612617198434569,0.623504200341109,0.465484771678984,1.07810197011355,0.454597769772443,0.612617198434569,0.623504200341109,TRUE,FALSE,TRUE,-1,1,-1,0.0193434857232648,0.0781019701135524,0,0,0,0,0.571428571428571,0,0.0459036044312791,NA,0.571428571428571,0.0120432778970249,0.00169007762076726
"CD001155_pub3_data",12,2,"Non-vertebral fractures","binary","RR",TRUE,8,4,4,0.5,0,0,0,0,0,0,0,0,0,0,0.849727698340094,0.449482800862415,0.856795729990333,-0.400244897477679,-0.407312929127918,0.849727698340094,0.449482800862415,0.856795729990333,-0.400244897477679,-0.407312929127918,TRUE,FALSE,TRUE,-1,-1,-1,0.0696189536838864,0.147852693111307,0,0,0,0,0.5,1,1.76991507153601,1,0.5,0.591810872637027,0.00233144645082094
"CD001155_pub3_data",12,3,"Hip fractures","binary","RR",TRUE,8,4,4,0.5,0,0,0,0,0,0,0,0,0,0,0.659892658389501,1.0133029356071,0.644598067048831,0.353410277217603,0.368704868558273,0.659892658389501,1.0133029356071,0.644598067048831,0.353410277217603,0.368704868558273,FALSE,FALSE,FALSE,-1,1,-1,0.130103149243694,0.0687581491558087,0,0,0,0,0.5,2,0.948651882395103,1,0.5,0.395160533508267,0.000688349375988017
"CD001155_pub3_data",12,4,"Wrist fractures","binary","RR",TRUE,8,4,4,0.5,40.7958490922431,0,63.4109754224126,-40.7958490922431,-63.4109754224126,0.196865865350484,0,0.229659669215217,-0.196865865350484,-0.229659669215217,0.9577554353845,1.78218945303883,0.892184360249413,0.824434017654331,0.890005092789418,0.976157029470847,1.78218945303883,0.963511197206311,0.806032423567985,0.81867825583252,FALSE,FALSE,FALSE,-1,1,-1,0.258175547860512,0.764518197214248,40.7958490922431,0,0.196865865350484,0,0.5,1,0.575302127692161,1,0.5,0.198448910687283,0.0116635884213406
"CD001155_pub3_data",13,1,"Clinical vertebral fractures","binary","RR",TRUE,5,3,2,0.4,0,0,0,0,0,0,0,0,0,0,0.669636003489687,1.07810197011355,0.445335937251722,0.408465966623866,0.63276603286183,0.669636003489687,1.07810197011355,0.445335937251722,0.408465966623866,0.63276603286183,FALSE,FALSE,FALSE,-1,1,-1,0.149581543780276,0.0781019701135524,0,0,0,0,0.8,0,0.0668622710681874,NA,0.4,0.0405799460356961,0.0129897540928786
"CD001155_pub3_data",13,2,"Non-vertebral fractures","binary","RR",TRUE,7,5,2,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0.517708658618546,0.485567451898468,0.529554617602418,-0.0321412067200779,-0.0439871657039498,0.517708658618546,0.485567451898468,0.529554617602418,-0.0321412067200779,-0.0439871657039498,TRUE,FALSE,TRUE,-1,-1,-1,0.0189430588310581,0.0803318518013391,0,0,0,0,0.571428571428571,0,0.0259479135087705,NA,0.285714285714286,0.00338437901514655,0.00658952590515753
"CD001155_pub3_data",13,3,"Hip fractures","binary","RR",TRUE,8,4,4,0.5,0,0,0,0,0,0,0,0,0,0,0.640047123963488,1.0133029356071,0.549251363462542,0.373255811643616,0.464051572144562,0.640047123963488,1.0133029356071,0.549251363462542,0.373255811643616,0.464051572144562,FALSE,FALSE,FALSE,-1,1,-1,0.0813836854028344,0.0687581491558087,0,0,0,0,0.5,0,0.0584891374974426,NA,0.5,0.016990432687959,0.00416602418819504
"CD001155_pub3_data",24,1,"Alendronate vs Other active agent, Primary","binary","RR",TRUE,4,3,1,0.25,0,0,NA,0,NA,0,0,NA,0,NA,1.00424861090823,1.53947167288766,NA,0.535223061979422,NA,1.00424861090823,1.53947167288766,NA,0.535223061979422,NA,FALSE,FALSE,NA,1,1,NA,0.535223061979422,0.500496504917554,0,0,0,0,1,0,0.259755482891916,NA,0.25,0.20717647476852,0.0866777031528531
"CD001155_pub3_data",24,2,"Alendronate vs Other active agent, Secondary","binary","RR",TRUE,32,17,15,0.46875,0,0,0,0,0,0,0,0,0,0,1.27091542487253,1.47369870843858,0.921917437878037,0.202783283566045,0.551781270560542,1.27091542487253,1.47369870843858,0.921917437878037,0.202783283566045,0.551781270560542,FALSE,FALSE,FALSE,1,1,-1,0.188302685148773,0.231457759670196,0,0,0,0,0.125,1,0.526918974213713,0,0.46875,0.00437941322179059,0.043659375634374
"CD001155_pub3_data",25,1,"Alendronate vs Other active agent, Primary","binary","RR",TRUE,5,4,1,0.2,0,0,NA,0,NA,0,0,NA,0,NA,1.36408123390794,1.00222127573744,NA,-0.361859958170498,NA,1.36408123390794,1.00222127573744,NA,-0.361859958170498,NA,FALSE,FALSE,NA,1,1,NA,0.361859958170498,0.0304935527218966,0,0,0,0,0.8,0,0.402498250101305,NA,0.2,0.402498250101305,0.00421798102217158
"CD001155_pub3_data",26,2,"Alendronate vs Other active agent, Secondary","binary","RR",TRUE,48,28,20,0.416666666666667,0,0,0,0,0,0,0,0,0,0,1.04750746390861,1.12093213722526,0.855199630236908,0.0734246733166457,0.265732506988347,1.04750746390861,1.12093213722526,0.855199630236908,0.0734246733166457,0.265732506988347,FALSE,FALSE,FALSE,1,1,-1,0.24559040300705,0.354861627876325,0,0,0,0,0.0833333333333333,1,1.54953202524934,0,0.416666666666667,0.00241681642594237,0.0573619027167062
"CD001155_pub3_data",27,2,"Alendronate vs Other active agent, Secondary","binary","RR",TRUE,42,27,15,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0.831585227518999,0.880333824186882,0.733611550583721,0.0487485966678824,0.146722273603161,0.831585227518999,0.880333824186882,0.733611550583721,0.0487485966678824,0.146722273603161,FALSE,FALSE,FALSE,-1,-1,-1,0.0400537335090486,0.0774134793425562,0,0,0,0,0.0952380952380952,0,0.0384858339180716,NA,0.357142857142857,0.0051115058815933,0.0048850641681606
"CD001155_pub3_data",28,2,"Alendronate vs Other active agent, Secondary","binary","RR",TRUE,29,20,9,0.310344827586207,22.5677291445412,9.63420425262901,0,-12.9335248919122,9.63420425262901,0.0839843868715253,0.0237193515064527,0,-0.0602650353650726,0.0237193515064527,1.10190203669123,1.27717227867285,0.53443926664942,0.175270241981617,0.742733012023429,1.22936939936393,1.31251264564249,0.53443926664942,0.0831432462785615,0.778073378993068,FALSE,TRUE,FALSE,1,1,-1,0.138964590879526,0.129265789219931,15.1132157595575,9.63420425262901,0.059981843184098,0.0237193515064527,0.137931034482759,3,0.724205372592175,0.333333333333333,0.310344827586207,0.0827211673286544,0.0420356847683822
