"cutoff","outcome_category","n_analyses","prop_delta_i2_gt0","prop_abs_delta_i2_le_5","prop_abs_delta_i2_le_10","median_delta_i2","mean_delta_i2","prop_sig_change","prop_sign_flip"
1960,"other",164,0.325153374233129,0.754601226993865,0.920245398773006,0,0.403219288265793,0.0613496932515337,0.0858895705521472
1960,"pain",2,0,1,1,0,0,0,0
1960,"quality_of_life",2,0,1,1,0,0,0,0.5
1960,"relapse",1,0,1,1,0,0,0,0
1960,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1962,"adverse_events",15,0,0.333333333333333,0.333333333333333,-35.504023417386,-26.0152346521401,0.333333333333333,0.0666666666666667
1962,"biomarker",37,0.351351351351351,0.621621621621622,0.837837837837838,0,-1.10666049048756,0.0540540540540541,0.027027027027027
1962,"function_score",5,0,1,1,0,0,0,0
1962,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1962,"mortality",8,0.25,1,1,0,0.850521790312412,0,0.125
1962,"other",165,0.317073170731707,0.75,0.908536585365854,0,-0.209109110455302,0.0609756097560976,0.0853658536585366
1962,"pain",2,0,1,1,0,0,0,0
1962,"quality_of_life",2,0,1,1,0,0,0,0.5
1962,"relapse",1,0,1,1,0,0,0,0
1962,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1964,"adverse_events",15,0,0.333333333333333,0.333333333333333,-35.504023417386,-26.0152346521401,0.333333333333333,0.0666666666666667
1964,"biomarker",37,0.351351351351351,0.621621621621622,0.837837837837838,0,-1.10666049048756,0.0540540540540541,0.027027027027027
1964,"function_score",5,0,1,1,0,0,0,0
1964,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1964,"mortality",8,0.25,1,1,0,0.850521790312412,0,0.125
1964,"other",166,0.321212121212121,0.745454545454545,0.890909090909091,0,0.0150453172507983,0.0606060606060606,0.0848484848484849
1964,"pain",2,0,1,1,0,0,0,0
1964,"quality_of_life",2,0,1,1,0,0,0,0.5
1964,"relapse",1,0,1,1,0,0,0,0
1964,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1966,"adverse_events",15,0,0.333333333333333,0.333333333333333,-35.504023417386,-26.0152346521401,0.333333333333333,0.0666666666666667
1966,"biomarker",38,0.342105263157895,0.631578947368421,0.842105263157895,0,-1.07753784600104,0.0526315789473684,0.0263157894736842
1966,"function_score",5,0,1,1,0,0,0,0
1966,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1966,"mortality",8,0.25,1,1,0,0.850521790312412,0,0.125
1966,"other",172,0.327485380116959,0.736842105263158,0.87719298245614,0,0.543992206586131,0.0701754385964912,0.087719298245614
1966,"pain",2,0,1,1,0,0,0,0
1966,"quality_of_life",2,0,1,1,0,0,0,0.5
1966,"relapse",1,0,1,1,0,0,0,0
1966,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1968,"adverse_events",16,0,0.375,0.4375,-28.0412721683115,-21.6996560283568,0.3125,0.0625
1968,"biomarker",55,0.327272727272727,0.618181818181818,0.636363636363636,0,-9.40386513818541,0.0363636363636364,0.0181818181818182
1968,"function_score",5,0,1,1,0,0,0,0
1968,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1968,"mortality",8,0.25,1,1,0,0.850521790312412,0,0.125
1968,"other",169,0.333333333333333,0.75,0.880952380952381,0,1.49968571940287,0.0654761904761905,0.0892857142857143
1968,"pain",2,0,1,1,0,0,0,0
1968,"quality_of_life",2,0,1,1,0,0,0,0.5
1968,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1970,"adverse_events",16,0,0.375,0.4375,-28.0412721683115,-21.6996560283568,0.3125,0.0625
1970,"biomarker",55,0.327272727272727,0.618181818181818,0.636363636363636,0,-9.40386513818541,0.0363636363636364,0.0181818181818182
1970,"function_score",5,0,1,1,0,0,0,0
1970,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1970,"mortality",8,0.25,1,1,0,0.850521790312412,0,0.125
1970,"other",169,0.333333333333333,0.75,0.880952380952381,0,1.49968571940287,0.0654761904761905,0.0892857142857143
1970,"pain",3,0.333333333333333,1,1,0,1.24593202370293,0,0
1970,"quality_of_life",2,0,1,1,0,0,0,0.5
1970,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1972,"adverse_events",18,0,0.444444444444444,0.5,-16.0967812158602,-19.2885831363172,0.277777777777778,0.0555555555555556
1972,"biomarker",55,0.327272727272727,0.618181818181818,0.636363636363636,0,-10.1195995504808,0.0363636363636364,0.0181818181818182
1972,"function_score",5,0,1,1,0,0,0,0
1972,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1972,"mortality",14,0.214285714285714,1,1,0,0.638102345843787,0,0.0714285714285714
1972,"other",169,0.333333333333333,0.75,0.880952380952381,0,1.49968571940287,0.0654761904761905,0.0892857142857143
1972,"pain",3,0.333333333333333,1,1,0,1.24593202370293,0,0
1972,"quality_of_life",2,0,1,1,0,0,0,0.5
1972,"relapse",2,0.5,1,1,-0.000532811533340607,-0.000532811533340607,0,0
1972,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1974,"adverse_events",18,0,0.444444444444444,0.5,-16.0967812158602,-19.2885831363172,0.277777777777778,0.0555555555555556
1974,"biomarker",56,0.321428571428571,0.607142857142857,0.625,0,-11.512316956396,0.0357142857142857,0.0178571428571429
1974,"function_score",5,0,1,1,0,0,0,0
1974,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1974,"mortality",24,0.291666666666667,1,1,0,0.373475100855582,0,0.0416666666666667
1974,"other",172,0.339181286549708,0.742690058479532,0.883040935672515,0,2.08328610267579,0.0701754385964912,0.087719298245614
1974,"pain",3,0.333333333333333,1,1,0,1.24593202370293,0,0
1974,"quality_of_life",2,0,1,1,0,0,0,0.5
1974,"relapse",2,1,0.5,0.5,9.80311786598048,9.80311786598048,0,0
1974,"response",6,0.8,0.4,0.4,11.5662850054572,13.6634367899036,0.2,0
1976,"adverse_events",19,0,0.473684210526316,0.526315789473684,-7.12961053681042,-18.2733945501952,0.263157894736842,0.0526315789473684
1976,"biomarker",56,0.321428571428571,0.607142857142857,0.625,0,-11.512316956396,0.0357142857142857,0.0178571428571429
1976,"function_score",5,0,1,1,0,0,0,0
1976,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1976,"mortality",27,0.37037037037037,1,1,0,0.706893218381805,0,0.037037037037037
1976,"other",174,0.341040462427746,0.745664739884393,0.884393063583815,0,2.08195291461815,0.069364161849711,0.0867052023121387
1976,"pain",3,0.333333333333333,1,1,0,1.24593202370293,0,0
1976,"quality_of_life",2,0,1,1,0,0,0,0.5
1976,"relapse",2,1,0,0,15.2101203575405,15.2101203575405,0,0
1976,"response",10,0.444444444444444,0.555555555555556,0.555555555555556,0,1.83069506787855,0.111111111111111,0.111111111111111
1978,"adverse_events",32,0.0740740740740741,0.62962962962963,0.666666666666667,-0.265490909401196,-12.7734176397736,0.185185185185185,0.037037037037037
1978,"biomarker",64,0.203125,0.609375,0.6875,0,-6.32433650224361,0.1875,0.140625
1978,"function_score",5,0,1,1,0,0,0,0
1978,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1978,"mortality",34,0.294117647058824,1,1,0,0.701222237368962,0,0.0294117647058824
1978,"other",216,0.32093023255814,0.762790697674419,0.874418604651163,0,1.28422915267015,0.0744186046511628,0.0697674418604651
1978,"pain",4,0.25,1,1,0,0.934449017777197,0,0
1978,"quality_of_life",2,0,1,1,0,0,0,0.5
1978,"relapse",1,0,1,1,-0.00175749021320202,-0.00175749021320202,0,0
1978,"response",11,0.4,0.6,0.6,0,1.6476255610907,0.1,0.1
1980,"adverse_events",36,0.0645161290322581,0.67741935483871,0.709677419354839,-0.265490909401196,-11.2089531114902,0.161290322580645,0.032258064516129
1980,"biomarker",64,0.203125,0.609375,0.6875,0,-6.32433650224361,0.1875,0.140625
1980,"function_score",5,0,1,1,0,0,0,0
1980,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1980,"mortality",35,0.285714285714286,1,1,0,0.612034457693265,0,0.0285714285714286
1980,"other",223,0.31981981981982,0.765765765765766,0.864864864864865,0,1.12329295318436,0.0675675675675676,0.0720720720720721
1980,"pain",4,0.25,1,1,0,0.934449017777197,0,0
1980,"quality_of_life",2,0,1,1,0,0,0,0.5
1980,"response",11,0.4,0.6,0.6,0,1.6476255610907,0.2,0.1
1982,"adverse_events",42,0.0833333333333333,0.722222222222222,0.75,-1.27187356974606e-05,-9.54676496951033,0.138888888888889,0.0277777777777778
1982,"biomarker",64,0.203125,0.609375,0.609375,0,-8.133824909445,0.1875,0.140625
1982,"function_score",5,0,1,1,0,0,0,0
1982,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1982,"mortality",42,0.285714285714286,0.880952380952381,0.904761904761905,0,-1.12809405588936,0.0238095238095238,0.0476190476190476
1982,"other",249,0.314516129032258,0.774193548387097,0.870967741935484,0,1.09628001604849,0.0645161290322581,0.0725806451612903
1982,"pain",5,0,1,1,0,-0.997856728962062,0,0
1982,"quality_of_life",2,0,1,1,0,0,0,0.5
1982,"relapse",1,1,0,0,16.2502663685493,16.2502663685493,0,0
1982,"response",12,0.454545454545455,0.545454545454545,0.545454545454545,0,2.56720507145507,0.181818181818182,0.0909090909090909
1984,"adverse_events",46,0.125,0.7,0.75,0,-8.75758345022869,0.125,0.05
1984,"biomarker",62,0.209677419354839,0.596774193548387,0.596774193548387,0,-10.4593755263694,0.193548387096774,0.241935483870968
1984,"function_score",5,0,1,1,0,0,0,0
1984,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1984,"mortality",52,0.211538461538462,0.903846153846154,0.923076923076923,0,-1.00311240706477,0.0192307692307692,0.0384615384615385
1984,"other",275,0.304029304029304,0.802197802197802,0.879120879120879,0,0.729961965307907,0.0622710622710623,0.0805860805860806
1984,"pain",4,0,1,1,0,-1.24732091120258,0,0
1984,"quality_of_life",2,0,1,1,0,0,0,0.5
1984,"relapse",1,1,0,0,16.2502663685493,16.2502663685493,0,0
1984,"response",15,0.5,0.5,0.5,0.99153322729753,11.063165857801,0.142857142857143,0.0714285714285714
1986,"adverse_events",63,0.157894736842105,0.666666666666667,0.736842105263158,0,-6.52269620217377,0.087719298245614,0.0701754385964912
1986,"biomarker",81,0.160493827160494,0.691358024691358,0.691358024691358,0,-8.00594176092472,0.148148148148148,0.185185185185185
1986,"function_score",6,0,1,1,0,0,0,0
1986,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1986,"mortality",60,0.2,0.883333333333333,0.933333333333333,0,-0.570812601752193,0.0166666666666667,0.05
1986,"other",363,0.293628808864266,0.792243767313019,0.861495844875346,0,-0.0327138933569534,0.0581717451523546,0.0775623268698061
1986,"pain",4,0,1,1,0,-1.24704065115472,0,0
1986,"quality_of_life",2,0,1,1,0,0,0,0.5
1986,"relapse",1,1,0,0,31.0468992862135,31.0468992862135,0,0
1986,"response",15,0.5,0.5,0.5,0.99153322729753,11.063165857801,0.142857142857143,0.0714285714285714
1988,"adverse_events",77,0.183098591549296,0.690140845070423,0.746478873239437,0,-6.01555485904777,0.112676056338028,0.0704225352112676
1988,"biomarker",83,0.156626506024096,0.698795180722892,0.698795180722892,0,-7.81302750162533,0.144578313253012,0.180722891566265
1988,"function_score",17,0.0588235294117647,1,1,0,0.0200130220406586,0,0
1988,"length_of_stay",3,0,1,1,0,0,0,0.333333333333333
1988,"mortality",81,0.271604938271605,0.925925925925926,0.925925925925926,0,0.205443759962735,0.0123456790123457,0.037037037037037
1988,"other",418,0.278846153846154,0.798076923076923,0.872596153846154,0,-0.0104105007238099,0.0600961538461538,0.0793269230769231
1988,"pain",6,0.166666666666667,0.833333333333333,1,0,0.0601434971147149,0,0
1988,"quality_of_life",2,0,1,1,0,0,0,0.5
1988,"relapse",3,1,0.666666666666667,0.666666666666667,0.28732694478704,10.4973463111167,0,0
1988,"response",24,0.434782608695652,0.521739130434783,0.652173913043478,0,3.74115354749644,0.217391304347826,0.0434782608695652
1990,"adverse_events",89,0.192771084337349,0.650602409638554,0.72289156626506,0,-10.1573685395744,0.144578313253012,0.0602409638554217
1990,"biomarker",97,0.206185567010309,0.618556701030928,0.670103092783505,0,-6.3061368246706,0.123711340206186,0.154639175257732
1990,"function_score",30,0.2,0.933333333333333,0.966666666666667,0,-0.0756135720358666,0,0.3
1990,"length_of_stay",4,0,1,1,0,0,0,0.25
1990,"mortality",102,0.235294117647059,0.911764705882353,0.931372549019608,0,0.340004503765728,0.00980392156862745,0.0294117647058824
1990,"other",550,0.293795620437956,0.784671532846715,0.885036496350365,0,0.226413559125278,0.0547445255474453,0.0821167883211679
1990,"pain",9,0.111111111111111,0.444444444444444,0.555555555555556,-4.98816260461888,-11.7922715688887,0,0
1990,"quality_of_life",2,0,1,1,0,0,0,0.5
1990,"relapse",7,0.571428571428571,0.714285714285714,0.714285714285714,0.0406717322558357,0.0294998309680778,0,0
1990,"response",26,0.44,0.52,0.68,0,3.7815556591185,0.2,0.04
1992,"adverse_events",97,0.197802197802198,0.615384615384615,0.692307692307692,0,-12.3714882957235,0.175824175824176,0.0659340659340659
1992,"biomarker",105,0.19047619047619,0.638095238095238,0.714285714285714,0,-6.00474842274984,0.171428571428571,0.152380952380952
1992,"function_score",32,0.21875,0.90625,0.96875,0,0.356200801918562,0.03125,0.28125
1992,"length_of_stay",11,0.0909090909090909,1,1,0,0.0413337794078721,0,0.0909090909090909
1992,"mortality",112,0.25,0.883928571428571,0.901785714285714,0,1.31965297642407,0.0267857142857143,0.0535714285714286
1992,"other",631,0.252396166134185,0.761980830670926,0.851437699680511,0,-1.06574496229997,0.0575079872204473,0.0862619808306709
1992,"pain",11,0.0909090909090909,0.454545454545455,0.454545454545455,-4.98975625326203,-11.6638022894,0.0909090909090909,0
1992,"quality_of_life",2,0,1,1,0,0,0,0.5
1992,"relapse",11,0.454545454545455,0.727272727272727,0.818181818181818,0,0.178906197273478,0.0909090909090909,0
1992,"response",34,0.393939393939394,0.545454545454545,0.696969696969697,0,2.6532274594114,0.181818181818182,0.0303030303030303
1994,"adverse_events",123,0.256410256410256,0.606837606837607,0.743589743589744,0,-9.89199755756525,0.153846153846154,0.0683760683760684
1994,"biomarker",128,0.15625,0.703125,0.765625,0,-4.92577019053698,0.140625,0.125
1994,"function_score",49,0.204081632653061,0.897959183673469,0.938775510204082,0,0.234006215109489,0.0612244897959184,0.183673469387755
1994,"length_of_stay",13,0.0769230769230769,1,1,0,0.0349747364220456,0,0.153846153846154
1994,"mortality",112,0.205357142857143,0.910714285714286,0.9375,0,-0.0281707811347457,0.0446428571428571,0.0625
1994,"other",775,0.239895697522816,0.758800521512386,0.852672750977836,0,-1.13370459188918,0.061277705345502,0.0808344198174707
1994,"pain",20,0.35,0.6,0.6,0,-9.18846661782237,0.1,0.15
1994,"quality_of_life",5,0,1,1,0,0,0,0.2
1994,"relapse",17,0.470588235294118,0.588235294117647,0.647058823529412,0,0.283691673805652,0.117647058823529,0
1994,"response",39,0.447368421052632,0.526315789473684,0.657894736842105,0,-3.34132223175653,0.210526315789474,0.0263157894736842
1996,"adverse_events",167,0.2625,0.6375,0.73125,0,-7.99323050302671,0.1625,0.075
1996,"biomarker",133,0.159090909090909,0.712121212121212,0.772727272727273,0,-4.81137098196425,0.136363636363636,0.136363636363636
1996,"function_score",46,0.195652173913043,0.869565217391304,0.934782608695652,0,0.339284598160387,0.0652173913043478,0.130434782608696
1996,"length_of_stay",19,0.0526315789473684,1,1,0,0.0239300828150838,0,0.105263157894737
1996,"mortality",122,0.262295081967213,0.868852459016393,0.918032786885246,0,0.611558333669219,0.0327868852459016,0.0491803278688525
1996,"other",911,0.251384274640089,0.767441860465116,0.83610188261351,0,-0.615225905220792,0.0609080841638981,0.079734219269103
1996,"pain",25,0.32,0.68,0.68,0,-6.02206737579427,0.08,0.12
1996,"quality_of_life",6,0,1,1,0,0,0,0.166666666666667
1996,"relapse",24,0.478260869565217,0.478260869565217,0.652173913043478,0,2.14365644699027,0.130434782608696,0.0434782608695652
1996,"response",37,0.361111111111111,0.444444444444444,0.555555555555556,0,-5.27101221577907,0.194444444444444,0.0555555555555556
1998,"adverse_events",208,0.24,0.67,0.75,0,-5.28951070158039,0.145,0.055
1998,"biomarker",127,0.198412698412698,0.698412698412698,0.753968253968254,0,-3.51195377550072,0.182539682539683,0.103174603174603
1998,"cost",1,0,1,1,0,0,0,0
1998,"function_score",48,0.166666666666667,0.895833333333333,0.979166666666667,0,0.389082954067725,0.0416666666666667,0.145833333333333
1998,"length_of_stay",26,0.0769230769230769,1,1,0,0.0393237624096144,0,0.0769230769230769
1998,"mortality",143,0.253521126760563,0.859154929577465,0.901408450704225,0,1.40149503662891,0.0352112676056338,0.0633802816901408
1998,"other",1069,0.235849056603774,0.742452830188679,0.809433962264151,0,-2.23264416150587,0.0650943396226415,0.0830188679245283
1998,"pain",41,0.24390243902439,0.804878048780488,0.829268292682927,0,-3.07344129500514,0.024390243902439,0.121951219512195
1998,"quality_of_life",12,0.0833333333333333,1,1,0,0.0487709087606909,0,0.0833333333333333
1998,"relapse",27,0.461538461538462,0.461538461538462,0.653846153846154,0,-0.605217926015928,0.153846153846154,0.0384615384615385
1998,"response",40,0.384615384615385,0.41025641025641,0.58974358974359,0,-7.65228578807622,0.205128205128205,0
2000,"adverse_events",244,0.245762711864407,0.694915254237288,0.775423728813559,0,-5.09806728613232,0.110169491525424,0.0720338983050847
2000,"biomarker",130,0.186046511627907,0.705426356589147,0.75968992248062,0,-3.64962210798098,0.186046511627907,0.124031007751938
2000,"cost",1,0,1,1,0,0,0,0
2000,"function_score",60,0.2,0.816666666666667,0.866666666666667,0,2.00103876916711,0.0333333333333333,0.25
2000,"length_of_stay",31,0.0645161290322581,1,1,0,0.0499218682016602,0,0.0645161290322581
2000,"mortality",171,0.254437869822485,0.810650887573965,0.85207100591716,0,0.51133622585435,0.0355029585798817,0.0650887573964497
2000,"other",1414,0.263345195729537,0.76085409252669,0.819217081850534,0,-1.75798932298901,0.0761565836298932,0.0882562277580071
2000,"pain",52,0.384615384615385,0.75,0.846153846153846,0,-1.04254259032882,0.0192307692307692,0.0961538461538462
2000,"quality_of_life",20,0.1,1,1,0,0.0293335336089342,0,0.2
2000,"relapse",32,0.419354838709677,0.483870967741935,0.645161290322581,0,4.74037776662603,0.161290322580645,0.0645161290322581
2000,"response",51,0.46,0.34,0.58,0,-7.82351177580212,0.16,0
2002,"adverse_events",283,0.24,0.698181818181818,0.763636363636364,0,-6.48230826763099,0.134545454545455,0.0836363636363636
2002,"biomarker",123,0.139344262295082,0.704918032786885,0.762295081967213,0,-6.80736758330074,0.155737704918033,0.147540983606557
2002,"cost",2,0,1,1,0,0,0,0
2002,"function_score",61,0.213114754098361,0.786885245901639,0.836065573770492,0,2.78550518871887,0.0819672131147541,0.245901639344262
2002,"length_of_stay",39,0.0512820512820513,1,1,0,0.0396814849808068,0,0.102564102564103
2002,"mortality",191,0.271276595744681,0.824468085106383,0.867021276595745,0,-0.102054835477671,0.0372340425531915,0.0531914893617021
2002,"other",1607,0.23422860712055,0.734540911930044,0.789506558400999,0,-2.32579421427934,0.0830730793254216,0.0986883198001249
2002,"pain",57,0.421052631578947,0.842105263157895,0.947368421052632,0,-0.735229212755721,0.0175438596491228,0.12280701754386
2002,"quality_of_life",33,0.0606060606060606,1,1,0,0.0178233947585012,0,0.333333333333333
2002,"relapse",30,0.413793103448276,0.551724137931034,0.758620689655172,0,1.93465736132056,0.172413793103448,0.103448275862069
2002,"response",61,0.433333333333333,0.483333333333333,0.65,0,-8.00365120405923,0.15,0.0333333333333333
2004,"adverse_events",313,0.318032786885246,0.662295081967213,0.737704918032787,0,-2.09344773537601,0.137704918032787,0.0655737704918033
2004,"biomarker",91,0.0666666666666667,0.911111111111111,0.977777777777778,0,-1.39546473167116,0.0444444444444444,0.0888888888888889
2004,"cost",4,0,1,1,0,0,0,0
2004,"function_score",79,0.151898734177215,0.822784810126582,0.860759493670886,0,0.914742476661138,0.0632911392405063,0.227848101265823
2004,"length_of_stay",43,0.0465116279069767,1,1,0,0.0359901840523597,0,0.0697674418604651
2004,"mortality",234,0.268398268398268,0.761904761904762,0.826839826839827,0,-0.407331307570716,0.0606060606060606,0.0865800865800866
2004,"other",1823,0.236653824986241,0.731975784259769,0.794166208035223,0,-1.18586832089944,0.0902586681342873,0.111722619702807
2004,"pain",68,0.25,0.823529411764706,0.955882352941177,0,0.801462050669076,0.132352941176471,0.132352941176471
2004,"quality_of_life",81,0.0246913580246914,0.987654320987654,0.987654320987654,0,-0.816832578023722,0,0.160493827160494
2004,"relapse",32,0.1875,0.65625,0.8125,-0.00177963959280156,-2.20499046570366,0.25,0.09375
2004,"response",63,0.349206349206349,0.380952380952381,0.53968253968254,0,-10.134702468036,0.111111111111111,0.0317460317460317
2006,"adverse_events",366,0.340782122905028,0.656424581005587,0.729050279329609,0,-0.807085639075707,0.114525139664804,0.0670391061452514
2006,"biomarker",103,0.0588235294117647,0.92156862745098,0.980392156862745,0,-0.75568792148532,0.0490196078431373,0.166666666666667
2006,"cost",10,0,1,1,0,0,0,0
2006,"function_score",92,0.157303370786517,0.865168539325843,0.921348314606742,0,2.34390280890518,0.0337078651685393,0.224719101123595
2006,"length_of_stay",51,0.0588235294117647,1,1,0,0.0743856688879673,0.0196078431372549,0.0588235294117647
2006,"mortality",296,0.214532871972318,0.754325259515571,0.823529411764706,0,-0.828362261083346,0.0830449826989619,0.0865051903114187
2006,"other",2027,0.219415552253591,0.730559683011392,0.79692917285785,0,-1.34873197913151,0.0955918771669143,0.108964834076275
2006,"pain",74,0.256756756756757,0.783783783783784,0.932432432432432,0,1.68576627489972,0.148648648648649,0.0945945945945946
2006,"quality_of_life",95,0.0105263157894737,0.978947368421053,0.978947368421053,0,-1.31617173989419,0,0.147368421052632
2006,"relapse",32,0.15625,0.6875,0.8125,0,-4.91373319016997,0.21875,0.09375
2006,"response",69,0.347826086956522,0.347826086956522,0.550724637681159,-0.00790539706361755,-8.57639764965188,0.101449275362319,0.0434782608695652
2008,"adverse_events",403,0.349367088607595,0.615189873417721,0.731645569620253,0,0.287450234230216,0.136708860759494,0.0734177215189873
2008,"biomarker",116,0.0521739130434783,0.921739130434783,0.982608695652174,0,-0.59496645230998,0.0521739130434783,0.156521739130435
2008,"cost",12,0,1,1,0,0,0,0.0833333333333333
2008,"function_score",101,0.0918367346938776,0.877551020408163,0.928571428571429,0,0.437635881687574,0.0408163265306122,0.244897959183673
2008,"length_of_stay",56,0.0714285714285714,1,1,0,0.121209061531483,0.0178571428571429,0.0714285714285714
2008,"mortality",312,0.157190635451505,0.792642140468227,0.819397993311037,0,-1.6015750733782,0.0535117056856187,0.137123745819398
2008,"other",2187,0.202845341899954,0.735658558972005,0.790729692519504,0,-1.90497715194051,0.0793942175309775,0.123910050481872
2008,"pain",83,0.265060240963855,0.759036144578313,0.939759036144578,0,1.75706356207401,0.120481927710843,0.120481927710843
2008,"quality_of_life",123,0.00813008130081301,0.983739837398374,0.983739837398374,0,-1.01653757225187,0,0.113821138211382
2008,"relapse",23,0.130434782608696,0.695652173913043,0.782608695652174,0,-7.59753060261471,0.130434782608696,0.173913043478261
