"dataset_id","review_doi","analysis_group","analysis_number","analysis_name","data_type","measure","effect_is_log","k","k_pre","k_post","year_min","year_max","year_unique","slope_year","slope_year_se","slope_year_p","slope_year_ci_lb","slope_year_ci_ub","slope_pre","slope_pre_se","slope_pre_p","slope_pre_ci_lb","slope_pre_ci_ub","aic_linear","aic_spline","delta_aic","egger_p_all","egger_p_post"
"CD000028_pub4_data","10.1002/14651858.CD000028.pub4",3,1,"All-cause mortality","binary","RR",TRUE,6,6,0,1986,1993,3,-0.0136341906499908,0.0722643694817326,0.850350684208831,-0.155269752199682,0.1280013708997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000028_pub4_data","10.1002/14651858.CD000028.pub4",3,2,"Cardiovascular morbidity and mortality","binary","RR",TRUE,6,6,0,1986,1993,3,0.0246049708226043,0.0431526884218034,0.568552933174768,-0.0599727443202089,0.109182685965417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000028_pub4_data","10.1002/14651858.CD000028.pub4",3,3,"Cerebrovascular morbidity and mortality","binary","RR",TRUE,6,6,0,1986,1993,3,0.0298506610370392,0.0721009067826778,0.678865111196635,-0.111464519509689,0.171165841583767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000028_pub4_data","10.1002/14651858.CD000028.pub4",3,4,"Coronary heart disease morbidity and mortality","binary","RR",TRUE,6,6,0,1986,1993,3,-0.000340053349596615,0.0710928664032418,0.996183551225182,-0.139679511057668,0.138999404358475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000028_pub4_data","10.1002/14651858.CD000028.pub4",3,5,"Withdrawal due to adverse effects 60 years or older","binary","RR",TRUE,2,2,0,1986,1991,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000143_pub2_data","10.1002/14651858.CD000143.pub2",1,1,"Extubation failure","binary","RR",TRUE,9,8,1,1982,2005,8,0.0277249476537814,0.0383404043937361,0.469602406670137,-0.0474208641106426,0.102870759418205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000143_pub2_data","10.1002/14651858.CD000143.pub2",1,2,"Endotracheal reintubation","binary","RR",TRUE,9,8,1,1982,2005,8,0.0490445318732761,0.0488135686446211,0.315026137854297,-0.046628304627055,0.144717368373607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000143_pub2_data","10.1002/14651858.CD000143.pub2",1,4,"Oxygen dependency at 28 days","binary","RR",TRUE,5,5,0,1991,2000,5,0.119038160102767,0.0342435277697299,0.000508528071056309,0.0519220789704991,0.186154241235035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000143_pub2_data","10.1002/14651858.CD000143.pub2",2,1,"Extubation failure","binary","RR",TRUE,12,12,0,1982,1998,5,0.139850727246636,0.0650823138706112,0.0316480017468092,0.0122917360297067,0.267409718463566,NA,NA,NA,NA,NA,30.2656888527933,28.436991342854,-1.8286975099393,0.562541460820953,NA
"CD000143_pub2_data","10.1002/14651858.CD000143.pub2",2,2,"Endotracheal reintubation","binary","RR",TRUE,3,3,0,1982,1998,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000143_pub2_data","10.1002/14651858.CD000143.pub2",3,1,"Extubation failure","binary","RR",TRUE,8,8,0,1982,2000,6,-0.0107300850256578,0.0477032961191336,0.822030752247296,-0.104226827363009,0.0827666573116932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000143_pub2_data","10.1002/14651858.CD000143.pub2",3,2,"Endotracheal reintubation","binary","RR",TRUE,4,4,0,1993,2000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000143_pub2_data","10.1002/14651858.CD000143.pub2",4,1,"Extubation failure","binary","RR",TRUE,9,8,1,1982,2005,8,0.0277249476537814,0.0383404043937361,0.469602406670136,-0.0474208641106426,0.102870759418205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000143_pub2_data","10.1002/14651858.CD000143.pub2",5,1,"Extubation failure","binary","RR",TRUE,9,8,1,1982,2005,8,0.0161490112397619,0.0368202791171946,0.660958545358051,-0.0560174097306518,0.0883154322101755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000143_pub2_data","10.1002/14651858.CD000143.pub2",5,2,"Endotracheal reintubation","binary","RR",TRUE,7,6,1,1982,2005,7,0.0280373896835673,0.0236785271764518,0.236379403337001,-0.0183716707892312,0.0744464501563657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000219_pub5_data","10.1002/14651858.CD000219.pub5",1,1,"Pain","binary","RR",TRUE,21,14,7,1968,2014,8,-0.00460292945020372,0.00450892941276916,0.307326681992932,-0.0134402687080646,0.00423440980765717,0.0960143448679524,0.098080956300122,0.327614798034728,-0.0962207970495335,0.288249486785438,26.8506761500152,31.910349456494,5.05967330647882,0.419511035461931,NA
"CD000219_pub5_data","10.1002/14651858.CD000219.pub5",1,2,"Vomiting, diarrhoea or rash","binary","RR",TRUE,8,4,4,1981,2014,7,-0.00376769965625455,0.0123893883405747,0.761046377949165,-0.0280504545942615,0.0205150552817524,0.197414202952293,0.202102519806777,0.328667045099637,-0.198699457053783,0.593527862958369,NA,NA,NA,NA,NA
"CD000219_pub5_data","10.1002/14651858.CD000219.pub5",1,3,"Abnormal tympanometry","binary","RR",TRUE,13,9,4,1981,2014,6,-0.00760312246531959,0.00684469672451462,0.26665234915363,-0.0210184815304675,0.00581223659982833,0.070911336806242,0.134935820008486,0.599222450676581,-0.193558010634769,0.335380684247253,7.12004592303415,5.42660894691767,-1.69343697611647,0.171601677360704,NA
"CD000219_pub5_data","10.1002/14651858.CD000219.pub5",1,4,"Tympanic membrane perforation","binary","RR",TRUE,5,2,3,1981,2014,4,-0.0349527063465094,0.0275900504880328,0.205205677792235,-0.0890282116346954,0.0191227989416766,0.996111957816822,0.82993661677802,0.230051368786728,-0.630533920519117,2.62275783615276,NA,NA,NA,NA,NA
"CD000219_pub5_data","10.1002/14651858.CD000219.pub5",1,5,"Contralateral otitis (in unilateral cases)","binary","RR",TRUE,4,3,1,1981,2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000219_pub5_data","10.1002/14651858.CD000219.pub5",1,6,"Late AOM recurrences","binary","RR",TRUE,6,4,2,1981,2011,5,-0.0116890742700714,0.0105374364361816,0.267305040107955,-0.0323420701743674,0.00896392163422461,0.326688089318483,0.212683411073699,0.124531034952284,-0.0901637364950948,0.743539915132061,NA,NA,NA,NA,NA
"CD000219_pub5_data","10.1002/14651858.CD000219.pub5",2,1,"Pain","binary","RR",TRUE,6,1,5,2001,2021,5,-0.0190590768999328,0.021185206766028,0.368311423746492,-0.060581319166382,0.0224631653665165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000219_pub5_data","10.1002/14651858.CD000219.pub5",2,2,"Vomiting, diarrhoea or rash","binary","RR",TRUE,3,1,2,2001,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000219_pub5_data","10.1002/14651858.CD000219.pub5",2,4,"Tympanic membrane perforation","binary","RR",TRUE,2,0,2,2007,2021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000219_pub5_data","10.1002/14651858.CD000219.pub5",2,5,"AOM recurrences","binary","RR",TRUE,2,0,2,2005,2021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000478_pub5_data","10.1002/14651858.CD000478.pub5",1,1,"Failure to maintain remission","binary","RR",TRUE,5,4,1,1974,2023,5,-0.00858885644523352,0.0057340182871113,0.134165104555956,-0.0198273257746657,0.00264961288419868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000478_pub5_data","10.1002/14651858.CD000478.pub5",3,1,"Failure to maintain remission","binary","RR",TRUE,2,2,0,2000,2000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000478_pub5_data","10.1002/14651858.CD000478.pub5",6,1,"Failure to maintain remission","binary","RR",TRUE,3,0,3,2017,2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000478_pub5_data","10.1002/14651858.CD000478.pub5",7,1,"Any adverse event","binary","RR",TRUE,6,4,2,1992,2022,5,-0.0220125768113588,0.057682195035993,0.702744564888742,-0.13506760163112,0.0910424480084025,0.0799359907595338,1.27828118681946,0.950137614847197,-2.42544909752173,2.58532107904079,NA,NA,NA,NA,NA
"CD000478_pub5_data","10.1002/14651858.CD000478.pub5",7,2,"Withdrawal due to adverse event","binary","RR",TRUE,6,4,2,1992,2022,5,-0.015707478786018,0.0365264110189136,0.667173295640433,-0.0872979288675956,0.0558829712955597,0.315058410361069,0.858800964271236,0.713724588680572,-1.36816054949882,1.99827737022096,NA,NA,NA,NA,NA
"CD000478_pub5_data","10.1002/14651858.CD000478.pub5",7,3,"Pancreatitis","binary","RR",TRUE,2,2,0,2000,2000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000478_pub5_data","10.1002/14651858.CD000478.pub5",7,4,"Bone marrow suppression","binary","RR",TRUE,2,1,1,1992,2022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000478_pub5_data","10.1002/14651858.CD000478.pub5",8,1,"Failure to maintain remission - all trials","binary","RR",TRUE,13,7,6,1974,2023,8,-0.00463638867981782,0.004440272171932,0.296407818627271,-0.01333916221836,0.00406638485872435,0.0596429973679944,0.165068539924684,0.717858285803845,-0.263885395864999,0.383171390600988,17.473280622142,20.9049358165075,3.43165519436549,0.381329346880028,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",1,1,"Uterine volume (mL) (preoperative)","binary","RR",TRUE,13,13,0,1989,2003,8,-0.0216387972301379,0.157880945184979,0.890985197341323,-0.33107976363784,0.287802169177564,NA,NA,NA,NA,NA,41.2805108441417,38.8766318775956,-2.40387896654604,0.915433071096232,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",1,3,"Fibroid volume (mL) (preoperative)","binary","RR",TRUE,5,5,0,1994,1996,3,-0.0416349160745161,0.990003308536126,0.966454589949872,-1.98200574538082,1.89873591323178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",1,5,"Haemoglobin (preoperative)","binary","RR",TRUE,11,11,0,1989,2003,6,-0.000623853486594776,0.190191060609226,0.997382830870363,-0.373391482462152,0.372143775488963,NA,NA,NA,NA,NA,35.2036303282329,32.7786737754978,-2.42495655273513,0.802158070889506,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",1,7,"Total frequency of adverse events","binary","RR",TRUE,5,4,1,1995,2007,4,0.0676356586862237,0.0190142195094302,0.000374958051239257,0.0303684732536017,0.104902844118846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",1,8,"Individual adverse events","binary","RR",TRUE,49,41,8,1994,2007,5,0.0703699939614215,0.0338423674445549,0.0375855529563872,0.00404017261852321,0.13669981530432,-1.0017900404121,0.479214213221868,0.0365742702009502,-1.94103263920666,-0.0625474416175409,142.992073589069,138.911475826166,-4.08059776290276,9.3434898302033e-05,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",2,1,"Duration of surgery (minutes)","binary","RR",TRUE,6,6,0,1994,2003,5,-0.0161921600423199,0.282800764897325,0.954340933280935,-0.570471474041455,0.538087153956816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",2,3,"Intraoperative blood loss (mL)","binary","RR",TRUE,4,4,0,1989,1999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",2,5,"Frequency of blood transfusions","binary","RR",TRUE,6,6,0,1993,2003,5,-0.0860252524189594,0.180508273686776,0.633666675571031,-0.43981496775654,0.267764462918621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",2,6,"Postoperative morbidity (complications)","binary","RR",TRUE,7,6,1,1993,2012,6,-0.00107809687333599,0.0313762848817068,0.972589883677137,-0.0625744852101499,0.0604182914634779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",2,7,"Proportion with individual complications","binary","RR",TRUE,6,0,6,2012,2012,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",2,8,"Proportion with difficult surgery","binary","RR",TRUE,5,5,0,1994,1998,3,0.121103477815533,0.108595897531888,0.264775248464158,-0.0917405702157688,0.333947525846835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",2,9,"Proportion undergoing vaginal rather than abdominal procedure","binary","RR",TRUE,3,3,0,1994,1998,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",2,10,"Proportion with vertical incision","binary","RR",TRUE,4,4,0,1994,1996,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",2,11,"Duration of hospital stay (days)","binary","RR",TRUE,4,4,0,1994,2003,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",2,13,"Postoperative haemoglobin","binary","RR",TRUE,3,3,0,1994,1998,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",3,1,"Duration of surgery (minutes)","binary","RR",TRUE,7,4,3,1989,2012,6,-0.0208695668601829,0.0815776169341343,0.798086224401994,-0.180758757995691,0.139019624275325,0.32490969653675,1.51214593588494,0.82987130509042,-2.63884187716635,3.28866127023985,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",3,3,"Intraoperative blood loss (mL)","binary","RR",TRUE,11,8,3,1989,2012,8,-0.00645953866804808,0.0713707022218159,0.927884437114548,-0.14634354457414,0.133424467238044,0.119806167920539,1.34151067130824,0.928838005512493,-2.50950643271977,2.74911876856085,35.0078832025833,32.6188245170012,-2.38905868558215,0.991103428118268,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",3,4,"Frequency of blood transfusions","binary","RR",TRUE,4,4,0,1989,1996,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",3,5,"Postoperative morbidity (complications)","binary","RR",TRUE,5,5,0,1989,1999,5,0.0720956682356259,0.108260298064247,0.505444696956874,-0.14009061692587,0.284281953397122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",3,7,"Duration of hospital stay (days)","binary","RR",TRUE,4,2,2,1989,2012,3,NA,NA,NA,NA,NA,0.21569815659888,1.97829198799537,0.913176698521158,-3.66168289077618,4.09307920397394,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",3,8,"Proportion with postoperative recurrence of myomas","binary","RR",TRUE,2,2,0,1989,1990,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",4,1,"Duration of surgery (minutes)","binary","RR",TRUE,2,0,2,2010,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",5,2,"Fibroid volume","binary","RR",TRUE,3,0,3,2007,2020,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",5,4,"Haemoglobin at end of preoperative treatment","binary","RR",TRUE,2,0,2,2012,2020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",5,5,"Reduction in bleeding to PBAC < 75","binary","RR",TRUE,2,0,2,2012,2012,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",5,10,"Adverse events","binary","RR",TRUE,39,11,28,1994,2020,5,-0.0508996021094822,0.0255020242370909,0.0459443308660457,-0.100882651147048,-0.000916553071916362,0.258980831722941,0.399958654674242,0.517296095882007,-0.524923726743666,1.04288539018955,131.877851448955,131.635986683795,-0.241864765160074,0.105924211906448,0.168406943533233
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",6,3,"Haemoglobin (g/dL)","binary","RR",TRUE,3,0,3,2009,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",6,4,"Reduction in bleeding (PBAC < 75)","binary","RR",TRUE,2,0,2,2012,2012,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",6,6,"Serious adverse events","binary","RR",TRUE,9,0,9,2008,2021,3,0.175018899739912,0.126229185563318,0.165589121809244,-0.0723857577620136,0.422423557241838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD000547_pub3_data","10.1002/14651858.CD000547.pub3",6,7,"Other adverse events","binary","RR",TRUE,48,0,48,2008,2021,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",1,1,"Clinical vertebral fractures","binary","RR",TRUE,7,4,3,1996,2009,5,0.0613645471556727,0.0922706030965251,0.506018634180146,-0.119482511745307,0.242211606056652,-0.863544333442981,1.16397942823257,0.458154174892943,-3.14490209152434,1.41781342463838,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",1,2,"Non-vertebral fractures","binary","RR",TRUE,9,5,4,1996,2009,7,-0.0591449393684114,0.0482741349340645,0.220504015993999,-0.153760505224005,0.0354706264871819,0.607423314138955,0.572266765797927,0.288492782188171,-0.5141989363742,1.72904556465211,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",1,3,"Hip fractures","binary","RR",TRUE,11,7,4,1996,2018,9,0.0318259341596344,0.065875677099008,0.629009703731049,-0.0972880204116113,0.16093988873088,-0.477160787168531,1.01334366903056,0.637728178649725,-2.46327788243011,1.50895630809304,28.3463542029721,28.1300521594724,-0.216302043499653,0.940165947014525,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",1,4,"Wrist fractures","binary","RR",TRUE,10,6,4,1996,2018,7,0.0545551384894924,0.0711755459430216,0.443386518898406,-0.0849463681388059,0.194056645117791,-0.76847246725084,0.993564490604493,0.439256101649722,-2.71582308515353,1.17887815065185,30.4964575393256,29.714640063135,-0.781817476190636,0.211742665545604,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",1,5,"Radiographic vertebral fractures","binary","RR",TRUE,4,4,0,1995,2000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",1,6,"Withdrawals due to adverse events","binary","RR",TRUE,29,17,12,1995,2018,18,0.0335517815101042,0.0151430421168234,0.0267150279834896,0.00387196434475717,0.0632315986754513,-0.361374439708902,0.184150865269037,0.0497179658915841,-0.722303503358103,-0.000445376059700853,50.9937250703427,48.9846656918531,-2.00905937848965,0.280183925148637,0.975053715009585
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",1,7,"Serious adverse events","binary","RR",TRUE,14,7,7,1995,2018,12,-0.0387469454393076,0.0208965682786962,0.0637069349602611,-0.0797034666660343,0.00220957578741914,0.355037365357201,0.210841190863586,0.0921992691202832,-0.058203775192964,0.768278505907365,22.6669824010775,23.2157044582885,0.548722057210995,0.886079693586227,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",1,8,"Gastrointestinal adverse events","binary","RR",TRUE,17,13,4,1995,2011,11,-0.00518503239456464,0.00833827347639659,0.5340502032466,-0.0215277481015475,0.0111576833124183,0.0502830973477069,0.0981115032750669,0.60829433164551,-0.142011915540508,0.242578110235921,1.80492022269138,9.37909028243204,7.57417005974066,0.561640754968011,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",1,9,"Atypical femoral fracture","binary","RR",TRUE,5,2,3,1996,2009,4,0.0256886679461609,0.18009028231033,0.886571917182039,-0.327281799347736,0.378659135240058,-0.385008129622903,1.8192329995434,0.832394051666324,-3.95063928821475,3.18062302896894,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",2,1,"Clinical vertebral fractures","binary","RR",TRUE,3,0,3,2007,2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",2,2,"Non-vertebral fractures","binary","RR",TRUE,4,1,3,1999,2009,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",2,3,"Hip fractures","binary","RR",TRUE,7,3,4,1997,2018,6,0.0299503363108129,0.097567299154574,0.758865407468102,-0.161278056100997,0.221178728722623,-0.542680404357605,1.25151806113857,0.664566067072439,-2.9956107301906,1.91024992147539,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",2,4,"Wrist fractures","binary","RR",TRUE,5,1,4,1999,2018,4,0.103117696455317,0.0854671158020069,0.227617449467747,-0.0643947723791305,0.270630165289765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",3,2,"Non-vertebral fractures","binary","RR",TRUE,2,1,1,2000,2006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",3,3,"Hip fractures","binary","RR",TRUE,4,2,2,2000,2018,4,NA,NA,NA,NA,NA,-0.588641934013879,1.60282280732863,0.713430099611606,-3.73011690997737,2.55283304194961,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",3,4,"Wrist fractures","binary","RR",TRUE,3,1,2,2000,2018,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",3,5,"Radiographic vertebral fractures","binary","RR",TRUE,3,3,0,1995,2000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",4,1,"Clinical vertebral fractures","binary","RR",TRUE,2,2,0,1996,1998,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",4,2,"Non-vertebral fractures","binary","RR",TRUE,2,2,0,1996,1998,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD001155_pub3_data","10.1002/14651858.CD001155.pub3",4,3,"Hip fractures","binary","RR",TRUE,2,2,0,1996,1998,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
